model	objective	gene	status	value
./model.xml	obj	G_b1430	optimal	0.8769972144269695
./model.xml	obj	G_b1440	optimal	0.8769972144269697
./model.xml	obj	G_b1441	optimal	0.8769972144269719
./model.xml	obj	G_b1442	optimal	0.8769972144269683
./model.xml	obj	G_b1443	optimal	0.8769972144269713
./model.xml	obj	G_b1444	optimal	0.8769972144269744
./model.xml	obj	G_b1448	optimal	0.8769972144269738
./model.xml	obj	G_b1449	optimal	0.8769972144269719
./model.xml	obj	G_b1453	optimal	0.8769972144269688
./model.xml	obj	G_b1463	optimal	0.8769972144269652
./model.xml	obj	G_b1465	optimal	0.8769972144269746
./model.xml	obj	G_b1466	optimal	0.876997214426974
./model.xml	obj	G_b1467	optimal	0.8769972144269689
./model.xml	obj	G_b1468	optimal	0.8769972144269688
./model.xml	obj	G_b1469	optimal	0.8769972144269719
./model.xml	obj	G_b1473	optimal	0.8769972144269744
./model.xml	obj	G_b1474	optimal	0.8769972144269712
./model.xml	obj	G_b1475	optimal	0.8769972144269712
./model.xml	obj	G_b1476	optimal	0.8769972144269619
./model.xml	obj	G_b1478	optimal	0.8769972144269786
./model.xml	obj	G_b1479	optimal	0.8769972144269725
./model.xml	obj	G_b1483	optimal	0.8769972144269694
./model.xml	obj	G_b1484	optimal	0.8769972144269654
./model.xml	obj	G_b1485	optimal	0.8769972144269746
./model.xml	obj	G_b1486	optimal	0.8769972144269631
./model.xml	obj	G_b1487	optimal	0.8769972144269683
./model.xml	obj	G_b1488	optimal	0.8769972144269675
./model.xml	obj	G_b1489	optimal	0.876997214426967
./model.xml	obj	G_b1490	optimal	0.8769972144269621
./model.xml	obj	G_b1492	optimal	0.8769972144269629
./model.xml	obj	G_b1493	optimal	0.8769972144269733
./model.xml	obj	G_b1511	optimal	0.8769683954878486
./model.xml	obj	G_b1513	optimal	0.8769972144269637
./model.xml	obj	G_b1514	optimal	0.8769972144269652
./model.xml	obj	G_b1515	optimal	0.8769972144269631
./model.xml	obj	G_b1516	optimal	0.8769972144269688
./model.xml	obj	G_b1517	optimal	0.8769683954878539
./model.xml	obj	G_b1518	optimal	0.8769683954878582
./model.xml	obj	G_b1519	optimal	0.8769972144269726
./model.xml	obj	G_b1521	optimal	0.8769972144269641
./model.xml	obj	G_b1524	optimal	0.8769972144269725
./model.xml	obj	G_b1525	optimal	0.8769972144269645
./model.xml	obj	G_b1528	optimal	0.876997214426971
./model.xml	obj	G_b1533	optimal	0.876997214426971
./model.xml	obj	G_b1535	optimal	0.8769972144269699
./model.xml	obj	G_b1539	optimal	0.876997214426969
./model.xml	obj	G_b1584	optimal	0.8769972144269746
./model.xml	obj	G_b1587	optimal	0.8769972144269669
./model.xml	obj	G_b1588	optimal	0.8769972144272941
./model.xml	obj	G_b1589	optimal	0.8769972144269675
./model.xml	obj	G_b1590	optimal	0.8769972144269673
./model.xml	obj	G_b1592	optimal	0.8769972144269665
./model.xml	obj	G_b1599	optimal	0.8769972144269725
./model.xml	obj	G_b1600	optimal	0.8769972144269726
./model.xml	obj	G_b1601	optimal	0.8769972144269726
./model.xml	obj	G_b1602	optimal	0.8769972144269726
./model.xml	obj	G_b1603	optimal	0.8769972144269675
./model.xml	obj	G_b1605	optimal	0.8769972144269715
./model.xml	obj	G_b1606	optimal	0.8769972144269694
./model.xml	obj	G_b1611	optimal	0.8769972144269673
./model.xml	obj	G_b1612	optimal	0.8769972144269551
./model.xml	obj	G_b1613	optimal	0.8769972144269631
./model.xml	obj	G_b1616	optimal	0.8769972144269654
./model.xml	obj	G_b1617	optimal	0.8769972144269707
./model.xml	obj	G_b1619	optimal	0.876997214426973
./model.xml	obj	G_b1621	optimal	0.8769972144269715
./model.xml	obj	G_b1622	optimal	0.8769972144269743
./model.xml	obj	G_b1623	optimal	0.8769972144269591
./model.xml	obj	G_b1634	optimal	0.8769972144269723
./model.xml	obj	G_b1636	optimal	0.876997214426966
./model.xml	obj	G_b1638	optimal	0.8769972144269604
./model.xml	obj	G_b1640	optimal	0.8769972144269675
./model.xml	obj	G_b1646	optimal	0.8769972144269672
./model.xml	obj	G_b1651	optimal	0.8769972144269709
./model.xml	obj	G_b1654	optimal	0.876997214426973
./model.xml	obj	G_b1655	optimal	0.8769972144269733
./model.xml	obj	G_b1656	optimal	0.8769972144269709
./model.xml	obj	G_b1661	optimal	0.8769972144269786
./model.xml	obj	G_b1662	optimal	7.309684817627278e-16
./model.xml	obj	G_b1676	optimal	0.8769972144269743
./model.xml	obj	G_b1677	optimal	0.8769972144269675
./model.xml	obj	G_b1678	optimal	0.8769972144269675
./model.xml	obj	G_b1679	optimal	0.8769972144269735
./model.xml	obj	G_b1680	optimal	0.8769972144269651
./model.xml	obj	G_b1681	optimal	0.876997214426974
./model.xml	obj	G_b1682	optimal	0.8769972144269715
./model.xml	obj	G_b1683	optimal	0.8769972144269691
./model.xml	obj	G_b1684	optimal	0.8769972144269738
./model.xml	obj	G_b1686	optimal	0.8769972144269726
./model.xml	obj	G_b1692	optimal	0.8769972144269672
./model.xml	obj	G_b1693	optimal	2.857445828727002e-16
./model.xml	obj	G_b1694	optimal	0.8769972144269729
./model.xml	obj	G_b1695	optimal	0.8697742701388064
./model.xml	obj	G_b1701	optimal	0.8769972144269701
./model.xml	obj	G_b1702	optimal	0.8769972144269551
./model.xml	obj	G_b1704	optimal	0.8769972144269711
./model.xml	obj	G_b1709	optimal	0.8769972144269688
./model.xml	obj	G_b1710	optimal	0.8769972144269675
./model.xml	obj	G_b1711	optimal	0.876997214426973
./model.xml	obj	G_b1723	optimal	0.8769972144269677
./model.xml	obj	G_b1727	optimal	0.8769972144269709
./model.xml	obj	G_b1732	optimal	0.8769972144269731
./model.xml	obj	G_b1733	optimal	0.8769972144269724
./model.xml	obj	G_b1734	optimal	0.8769972144269697
./model.xml	obj	G_b1736	optimal	0.8769972144269693
./model.xml	obj	G_b1737	optimal	0.8769972144269744
./model.xml	obj	G_b1738	optimal	0.8769972144269726
./model.xml	obj	G_b1740	optimal	-1.6927399468914375e-16
./model.xml	obj	G_b1744	optimal	0.8769972144269665
./model.xml	obj	G_b1745	optimal	0.8769972144269675
./model.xml	obj	G_b1746	optimal	0.8769972144269724
./model.xml	obj	G_b1747	optimal	0.8769972144269677
./model.xml	obj	G_b1748	optimal	0.876997214426973
./model.xml	obj	G_b1759	optimal	0.8769972144269647
./model.xml	obj	G_b1761	optimal	0.8769972144269729
./model.xml	obj	G_b1764	optimal	0.8769972144269786
./model.xml	obj	G_b1767	optimal	0.8769972144269665
./model.xml	obj	G_b1768	optimal	0.8769972144269709
./model.xml	obj	G_b1771	optimal	0.8769972144269665
./model.xml	obj	G_b1778	optimal	0.8769972144269631
./model.xml	obj	G_b1779	optimal	0.759442815243892
./model.xml	obj	G_b1781	optimal	0.8769972144269629
./model.xml	obj	G_b1794	optimal	0.8769972144269677
./model.xml	obj	G_b1798	optimal	0.8769972144269709
./model.xml	obj	G_b1800	optimal	0.8769972144269677
./model.xml	obj	G_b1801	optimal	0.87699721442697
./model.xml	obj	G_b1805	optimal	0.8769972144269748
./model.xml	obj	G_b1812	optimal	2.069142281534663e-18
./model.xml	obj	G_b1813	optimal	0.8769972144269719
./model.xml	obj	G_b1814	optimal	0.8769972144269694
./model.xml	obj	G_b1817	optimal	0.8769972144269591
./model.xml	obj	G_b1818	optimal	0.8769972144269675
./model.xml	obj	G_b1819	optimal	0.8769972144269786
./model.xml	obj	G_b1821	optimal	0.8769972144269618
./model.xml	obj	G_b1832	optimal	0.8769972144269613
./model.xml	obj	G_b1849	optimal	0.8769972144269719
./model.xml	obj	G_b1850	optimal	0.8769972144269652
./model.xml	obj	G_b1851	optimal	0.8769972144269744
./model.xml	obj	G_b1852	optimal	0.8733978405117898
./model.xml	obj	G_b1854	optimal	0.8769972144269694
./model.xml	obj	G_b1855	optimal	0.8769972144269654
./model.xml	obj	G_b1856	optimal	0.8769972144269651
./model.xml	obj	G_b1857	optimal	0.8769972144269677
./model.xml	obj	G_b1858	optimal	0.8769972144269591
./model.xml	obj	G_b1859	optimal	0.8769972144269709
./model.xml	obj	G_b1865	optimal	0.8769972144269703
./model.xml	obj	G_b1870	optimal	0.8769972144269652
./model.xml	obj	G_b1872	optimal	0.8769972144269672
./model.xml	obj	G_b1873	optimal	0.876997214426969
./model.xml	obj	G_b1896	optimal	0.8769972144269738
./model.xml	obj	G_b1897	optimal	0.8769972144269644
./model.xml	obj	G_b1900	optimal	0.8769972144269632
./model.xml	obj	G_b1901	optimal	0.8769972144269716
./model.xml	obj	G_b1907	optimal	0.8769972144269738
./model.xml	obj	G_b1912	optimal	0.8769972144269621
./model.xml	obj	G_b1917	optimal	0.8769972144269699
./model.xml	obj	G_b1918	optimal	0.8769972144269688
./model.xml	obj	G_b1919	optimal	0.8769972144269688
./model.xml	obj	G_b1920	optimal	0.8769972144269654
./model.xml	obj	G_b1927	optimal	0.8769972144269694
./model.xml	obj	G_b1967	optimal	0.8769972144269719
./model.xml	obj	G_b1981	optimal	0.8769972144269672
./model.xml	obj	G_b1982	optimal	0.8769972144269591
./model.xml	obj	G_b1985	optimal	0.8769972144269599
./model.xml	obj	G_b1990	optimal	0.8769972144269693
./model.xml	obj	G_b1991	optimal	0.8769972144269726
./model.xml	obj	G_b1992	optimal	0.876997214426969
./model.xml	obj	G_b1993	optimal	0.8769972144269752
./model.xml	obj	G_b2010	optimal	0.8769972144269725
./model.xml	obj	G_b2014	optimal	0.8769972144269694
./model.xml	obj	G_b2019	optimal	0.0
./model.xml	obj	G_b2020	optimal	1.4040763173581472e-16
./model.xml	obj	G_b2021	optimal	-3.143419887417479e-16
./model.xml	obj	G_b2022	optimal	-2.853163611803959e-15
./model.xml	obj	G_b2023	optimal	-3.6841987079401873e-16
./model.xml	obj	G_b2024	optimal	7.298976117453591e-17
./model.xml	obj	G_b2025	optimal	8.1506153377908e-16
./model.xml	obj	G_b2026	optimal	-1.5342856930299277e-16
./model.xml	obj	G_b2027	optimal	0.8769972144269694
./model.xml	obj	G_b2028	optimal	0.8769972144269675
./model.xml	obj	G_b2029	optimal	0.8733978405117913
./model.xml	obj	G_b2032	optimal	0.8769972144269711
./model.xml	obj	G_b2033	optimal	0.8769972144269688
./model.xml	obj	G_b2034	optimal	0.876997214426973
./model.xml	obj	G_b2035	optimal	0.8769972144269709
./model.xml	obj	G_b2036	optimal	0.876997214426969
./model.xml	obj	G_b2037	optimal	0.8769972144269726
./model.xml	obj	G_b2038	optimal	0.8769972144269712
./model.xml	obj	G_b2039	optimal	0.876997214426967
./model.xml	obj	G_b2040	optimal	0.8769972144269644
./model.xml	obj	G_b2041	optimal	0.8769972144269652
./model.xml	obj	G_b2047	optimal	0.8769972144269723
./model.xml	obj	G_b2048	optimal	0.8769972144269665
./model.xml	obj	G_b2049	optimal	0.8769972144269631
./model.xml	obj	G_b2051	optimal	0.8769972144269691
./model.xml	obj	G_b2052	optimal	0.8769972144269652
./model.xml	obj	G_b2053	optimal	0.8769972144269695
./model.xml	obj	G_b2065	optimal	0.8769972144269712
./model.xml	obj	G_b2066	optimal	0.8769972144269664
./model.xml	obj	G_b2091	optimal	0.8769972144269683
./model.xml	obj	G_b2092	optimal	0.8769972144269693
./model.xml	obj	G_b2093	optimal	0.8769972144269657
./model.xml	obj	G_b2094	optimal	0.8769972144269642
./model.xml	obj	G_b2095	optimal	0.8769972144269677
./model.xml	obj	G_b2096	optimal	0.8769972144269693
./model.xml	obj	G_b2097	optimal	0.8769972144269677
./model.xml	obj	G_b2103	optimal	0.0
./model.xml	obj	G_b2104	optimal	0.8769972144269588
./model.xml	obj	G_b2128	optimal	0.8769972144269758
./model.xml	obj	G_b2129	optimal	0.8769972144269651
./model.xml	obj	G_b2130	optimal	0.8769972144269712
./model.xml	obj	G_b2131	optimal	0.8769972144269744
./model.xml	obj	G_b2132	optimal	0.876997214426969
./model.xml	obj	G_b2133	optimal	0.8769972144269655
./model.xml	obj	G_b2134	optimal	0.8769972144269665
./model.xml	obj	G_b2143	optimal	0.8769972144269631
./model.xml	obj	G_b2146	optimal	0.8769972144269675
./model.xml	obj	G_b2147	optimal	0.8769972144269711
./model.xml	obj	G_b2148	optimal	0.8769972144269746
./model.xml	obj	G_b2149	optimal	0.8769972144269665
./model.xml	obj	G_b2150	optimal	0.8769972144269722
./model.xml	obj	G_b2153	optimal	-1.1945206509071991e-16
./model.xml	obj	G_b2154	optimal	0.8769972144269675
./model.xml	obj	G_b2155	optimal	0.876997214426966
./model.xml	obj	G_b2156	optimal	0.8769972144269675
./model.xml	obj	G_b2162	optimal	0.8769972144269672
./model.xml	obj	G_b2164	optimal	0.8769972144269665
./model.xml	obj	G_b2165	optimal	0.8769972144269688
./model.xml	obj	G_b2166	optimal	0.8769972144269591
./model.xml	obj	G_b2167	optimal	0.8769972144269679
./model.xml	obj	G_b2168	optimal	0.8769972144269677
./model.xml	obj	G_b2169	optimal	0.8769972144269672
./model.xml	obj	G_b2170	optimal	0.8769972144269723
./model.xml	obj	G_b2173	optimal	0.8769972144269688
./model.xml	obj	G_b2174	optimal	0.8769972144269726
./model.xml	obj	G_b2175	optimal	0.8769972144269591
./model.xml	obj	G_b2177	optimal	0.8769972144269724
./model.xml	obj	G_b2178	optimal	0.8769972144269701
./model.xml	obj	G_b2179	optimal	0.8769972144269677
./model.xml	obj	G_b2180	optimal	0.8769972144269752
./model.xml	obj	G_b2197	optimal	0.876997214426971
./model.xml	obj	G_b2198	optimal	0.8769972144269674
./model.xml	obj	G_b2199	optimal	0.8769972144269641
./model.xml	obj	G_b2200	optimal	0.8769972144269651
./model.xml	obj	G_b2201	optimal	0.8769972144269683
./model.xml	obj	G_b2202	optimal	0.8769972144269683
./model.xml	obj	G_b2203	optimal	0.8769972144269631
./model.xml	obj	G_b2204	optimal	0.876997214426976
./model.xml	obj	G_b2205	optimal	0.8769972144269672
./model.xml	obj	G_b2206	optimal	0.876997214426967
./model.xml	obj	G_b2210	optimal	0.8769972144269726
./model.xml	obj	G_b2215	optimal	0.8769972144269688
./model.xml	obj	G_b2221	optimal	0.8769972144269671
./model.xml	obj	G_b2222	optimal	0.8769972144269726
./model.xml	obj	G_b2223	optimal	0.8769972144269719
./model.xml	obj	G_b2224	optimal	0.8769972144269726
./model.xml	obj	G_b2232	optimal	0.8769972144269703
./model.xml	obj	G_b2234	optimal	0.876997214426971
./model.xml	obj	G_b2235	optimal	0.8769972144269725
./model.xml	obj	G_b2239	optimal	0.8769972144269712
./model.xml	obj	G_b2240	optimal	0.8769972144269613
./model.xml	obj	G_b2241	optimal	0.8769972144269665
./model.xml	obj	G_b2242	optimal	0.8769972144269672
./model.xml	obj	G_b2243	optimal	0.8769972144269695
./model.xml	obj	G_b2245	optimal	0.8769972144269651
./model.xml	obj	G_b2247	optimal	0.8769972144269652
./model.xml	obj	G_b2251	optimal	0.8769972144269719
./model.xml	obj	G_b2253	optimal	0.8769972144269618
./model.xml	obj	G_b2254	optimal	0.8769972144269746
./model.xml	obj	G_b2255	optimal	0.8769972144269685
./model.xml	obj	G_b2256	optimal	0.8769972144269726
./model.xml	obj	G_b2257	optimal	0.876997214426969
./model.xml	obj	G_b2258	optimal	0.8769972144269712
./model.xml	obj	G_b2260	optimal	0.8769972144269672
./model.xml	obj	G_b2261	optimal	0.8769972144269672
./model.xml	obj	G_b2262	optimal	0.8769972144269712
./model.xml	obj	G_b2263	optimal	0.8769972144269663
./model.xml	obj	G_b2264	optimal	0.8769972144269655
./model.xml	obj	G_b2265	optimal	0.8769972144269722
./model.xml	obj	G_b2276	optimal	0.7586431920374901
./model.xml	obj	G_b2277	optimal	0.7586431920377541
./model.xml	obj	G_b2278	optimal	0.758643192037512
./model.xml	obj	G_b2279	optimal	0.7586431920374905
./model.xml	obj	G_b2280	optimal	0.758643192037488
./model.xml	obj	G_b2281	optimal	0.7586431920374771
./model.xml	obj	G_b2282	optimal	0.7586431920374841
./model.xml	obj	G_b2283	optimal	0.7586431920376112
./model.xml	obj	G_b2284	optimal	0.7586431920374931
./model.xml	obj	G_b2285	optimal	0.758643192037494
./model.xml	obj	G_b2286	optimal	0.7586431920452181
./model.xml	obj	G_b2287	optimal	0.7586431920374991
./model.xml	obj	G_b2288	optimal	0.758643192037489
./model.xml	obj	G_b2290	optimal	0.8769972144269723
./model.xml	obj	G_b2291	optimal	0.8769972144269665
./model.xml	obj	G_b2293	optimal	0.876997214426969
./model.xml	obj	G_b2296	optimal	0.876997214426971
./model.xml	obj	G_b2297	optimal	0.8769972144269621
./model.xml	obj	G_b2302	optimal	0.8769972144269653
./model.xml	obj	G_b2303	optimal	0.8769972144269654
./model.xml	obj	G_b2306	optimal	0.876997214426967
./model.xml	obj	G_b2307	optimal	0.8769972144269651
./model.xml	obj	G_b2308	optimal	0.8769972144269683
./model.xml	obj	G_b2309	optimal	0.8769972145058429
./model.xml	obj	G_b2310	optimal	0.8769972144269735
./model.xml	obj	G_b2312	optimal	1.4189743709808912e-14
./model.xml	obj	G_b2315	optimal	4.309770804386239e-16
./model.xml	obj	G_b2316	optimal	1.6255800980799336e-16
./model.xml	obj	G_b2320	optimal	0.8769955591670618
./model.xml	obj	G_b2323	optimal	0.0
./model.xml	obj	G_b2328	optimal	0.8769972144269672
./model.xml	obj	G_b2329	optimal	9.335769747739086e-17
./model.xml	obj	G_b2341	optimal	0.8769972144269644
./model.xml	obj	G_b2342	optimal	0.8769972144269719
./model.xml	obj	G_b2344	optimal	0.8769972144269631
./model.xml	obj	G_b2361	optimal	0.8769972144269631
./model.xml	obj	G_b2366	optimal	0.876997214426969
./model.xml	obj	G_b2371	optimal	0.8769972144269693
./model.xml	obj	G_b2373	optimal	0.8769972144269719
./model.xml	obj	G_b2374	optimal	0.8769972144269761
./model.xml	obj	G_b2378	optimal	0.8769972144269735
./model.xml	obj	G_b2379	optimal	0.8769972144269672
./model.xml	obj	G_b2388	optimal	0.876997214426973
./model.xml	obj	G_b2392	optimal	0.8769972144269652
./model.xml	obj	G_b2393	optimal	0.8769972144269744
./model.xml	obj	G_b2400	optimal	0.0
./model.xml	obj	G_b2406	optimal	0.8769972144269591
./model.xml	obj	G_b2407	optimal	0.8769972144269677
./model.xml	obj	G_b2411	optimal	0.8769972144269694
./model.xml	obj	G_b2413	optimal	0.8763745949759386
./model.xml	obj	G_b2414	optimal	0.8769972144269675
./model.xml	obj	G_b2415	optimal	0.8675930236571754
./model.xml	obj	G_b2416	optimal	0.8675930236571837
./model.xml	obj	G_b2417	optimal	0.8769972144269677
./model.xml	obj	G_b2418	optimal	0.8769972144269694
./model.xml	obj	G_b2421	optimal	0.8769972144269688
./model.xml	obj	G_b2422	optimal	0.8769972144269647
./model.xml	obj	G_b2423	optimal	0.8769972144269675
./model.xml	obj	G_b2424	optimal	0.8769972144269694
./model.xml	obj	G_b2425	optimal	0.8769972144269695
./model.xml	obj	G_b2428	optimal	0.8769972144269677
./model.xml	obj	G_b2429	optimal	0.87699721442697
./model.xml	obj	G_b2430	optimal	0.8769972144269677
./model.xml	obj	G_b2431	optimal	0.876997214426973
./model.xml	obj	G_b2435	optimal	0.8769972144269746
./model.xml	obj	G_b2436	optimal	0.8769619035706491
./model.xml	obj	G_b2440	optimal	0.8769972144269715
./model.xml	obj	G_b2441	optimal	0.8769972144269667
./model.xml	obj	G_b2458	optimal	0.8769972144269693
./model.xml	obj	G_b2463	optimal	0.876997214426969
./model.xml	obj	G_b2464	optimal	0.8769972144269613
./model.xml	obj	G_b2465	optimal	0.876997214426974
./model.xml	obj	G_b2467	optimal	0.8769972144269665
./model.xml	obj	G_b2470	optimal	0.8769972144269705
./model.xml	obj	G_b2472	optimal	7.71795611774562e-16
./model.xml	obj	G_b2476	optimal	-7.160799136100289e-15
./model.xml	obj	G_b2478	optimal	-5.476511592884063e-16
./model.xml	obj	G_b2480	optimal	0.8769972144269641
./model.xml	obj	G_b2481	optimal	0.8769972144269711
./model.xml	obj	G_b2482	optimal	0.8769972144269677
./model.xml	obj	G_b2483	optimal	0.876997214426969
./model.xml	obj	G_b2484	optimal	0.8769972144269726
./model.xml	obj	G_b2485	optimal	0.8769972144303178
./model.xml	obj	G_b2486	optimal	0.8769972144269726
./model.xml	obj	G_b2487	optimal	0.8769972144269691
./model.xml	obj	G_b2488	optimal	0.8769972144269744
./model.xml	obj	G_b2489	optimal	0.8769972144269675
./model.xml	obj	G_b2490	optimal	0.8769972144269591
./model.xml	obj	G_b2492	optimal	0.8769972144269705
./model.xml	obj	G_b2497	optimal	0.876997214426966
./model.xml	obj	G_b2498	optimal	0.8769972144269719
./model.xml	obj	G_b2499	optimal	7.573937276365389e-15
./model.xml	obj	G_b2500	optimal	0.875752617575656
./model.xml	obj	G_b2501	optimal	0.8769972144269672
./model.xml	obj	G_b2502	optimal	0.8769972144271828
./model.xml	obj	G_b2503	optimal	0.8769972144269758
./model.xml	obj	G_b2507	optimal	-3.098651183135221e-16
./model.xml	obj	G_b2508	optimal	0.8753953372445064
./model.xml	obj	G_b2515	optimal	-9.837888623815907e-17
./model.xml	obj	G_b2518	optimal	0.8769972144269644
./model.xml	obj	G_b2519	optimal	0.8769972144269746
./model.xml	obj	G_b2521	optimal	0.8769972144269694
./model.xml	obj	G_b2523	optimal	0.8769972144269634
./model.xml	obj	G_b2528	optimal	0.8769954065898502
./model.xml	obj	G_b2529	optimal	0.8769954065898616
./model.xml	obj	G_b2530	optimal	5.7431112836255725e-15
./model.xml	obj	G_b2533	optimal	0.8769972144269708
./model.xml	obj	G_b2536	optimal	0.8769972144269583
./model.xml	obj	G_b2538	optimal	0.8769972144269677
./model.xml	obj	G_b2539	optimal	0.8769972144269699
./model.xml	obj	G_b2540	optimal	0.8769972144269619
./model.xml	obj	G_b2541	optimal	0.8769972144269621
./model.xml	obj	G_b2542	optimal	0.876997214426973
./model.xml	obj	G_b2551	optimal	0.8656368615614303
./model.xml	obj	G_b2552	optimal	0.8769972144269672
./model.xml	obj	G_b2557	optimal	-6.9850946519036334e-15
./model.xml	obj	G_b2558	optimal	0.8769972144269677
./model.xml	obj	G_b2563	optimal	0.8769972144269683
./model.xml	obj	G_b2564	optimal	0.0
./model.xml	obj	G_b2574	optimal	4.336136893746844e-12
./model.xml	obj	G_b2578	optimal	0.8769972144269724
./model.xml	obj	G_b2579	optimal	0.8769972144269726
./model.xml	obj	G_b2582	optimal	0.8769972144270032
./model.xml	obj	G_b2585	optimal	5.795306414545082e-16
./model.xml	obj	G_b2587	optimal	0.8769972144269665
./model.xml	obj	G_b2599	optimal	1.8751103525485658e-16
./model.xml	obj	G_b2600	optimal	0.0
./model.xml	obj	G_b2601	optimal	0.8769972144269719
./model.xml	obj	G_b2615	optimal	0.0
./model.xml	obj	G_b2660	optimal	0.8769972144269723
./model.xml	obj	G_b2661	optimal	0.8769972144269709
./model.xml	obj	G_b2662	optimal	0.8769972144269733
./model.xml	obj	G_b2663	optimal	0.8769972144269645
./model.xml	obj	G_b2668	optimal	0.8769972144269719
./model.xml	obj	G_b2670	optimal	0.876997214426974
./model.xml	obj	G_b2675	optimal	0.8769972144269685
./model.xml	obj	G_b2676	optimal	0.8769972144269726
./model.xml	obj	G_b2677	optimal	0.8769972144269709
./model.xml	obj	G_b2678	optimal	0.8769972144269718
./model.xml	obj	G_b2679	optimal	0.8769972144269738
./model.xml	obj	G_b2682	optimal	0.8769972144269688
./model.xml	obj	G_b2683	optimal	0.876997214426973
./model.xml	obj	G_b2687	optimal	3.255416085494735e-17
./model.xml	obj	G_b2688	optimal	0.876997214426976
./model.xml	obj	G_b2690	optimal	0.8769972144269665
./model.xml	obj	G_b2700	optimal	0.8769972144269648
./model.xml	obj	G_b2701	optimal	0.8769972144269694
./model.xml	obj	G_b2702	optimal	0.8769972144269677
./model.xml	obj	G_b2703	optimal	0.8769972144269715
./model.xml	obj	G_b2704	optimal	0.8769972144269723
./model.xml	obj	G_b2705	optimal	0.8769972144269745
./model.xml	obj	G_b2708	optimal	0.8769972144269604
./model.xml	obj	G_b2710	optimal	0.8769972144269694
./model.xml	obj	G_b2711	optimal	0.8769972144269694
./model.xml	obj	G_b2715	optimal	0.8769972144269652
./model.xml	obj	G_b2716	optimal	0.8769972144269672
./model.xml	obj	G_b2719	optimal	0.8769972144269719
./model.xml	obj	G_b2720	optimal	0.876997214426969
./model.xml	obj	G_b2721	optimal	0.8769972144269644
./model.xml	obj	G_b2722	optimal	0.8769972144269688
./model.xml	obj	G_b2723	optimal	0.8769972144269644
./model.xml	obj	G_b2724	optimal	0.8769972144269709
./model.xml	obj	G_b2727	optimal	0.8769972144269746
./model.xml	obj	G_b2738	optimal	0.8769972144269675
./model.xml	obj	G_b2744	optimal	0.8769972144269631
./model.xml	obj	G_b2746	optimal	1.394021132734125e-16
./model.xml	obj	G_b2747	optimal	0.0
./model.xml	obj	G_b2750	optimal	0.0
./model.xml	obj	G_b2751	optimal	-4.3424746228093834e-15
./model.xml	obj	G_b2752	optimal	-9.12949191421203e-17
./model.xml	obj	G_b2762	optimal	-1.2596114737814977e-15
./model.xml	obj	G_b2763	optimal	-3.6254618073491647e-16
./model.xml	obj	G_b2764	optimal	2.020769927625522e-16
./model.xml	obj	G_b2765	optimal	0.8769972144269652
./model.xml	obj	G_b2779	optimal	0.8035669172773638
./model.xml	obj	G_b2780	optimal	3.483468771571131e-17
./model.xml	obj	G_b2781	optimal	0.8769972144269688
./model.xml	obj	G_b2784	optimal	0.8769972144269594
./model.xml	obj	G_b2787	optimal	0.8769972144269711
./model.xml	obj	G_b2788	optimal	0.8769972144269645
./model.xml	obj	G_b2789	optimal	0.8769972144269652
./model.xml	obj	G_b2794	optimal	0.876997214426969
./model.xml	obj	G_b2796	optimal	0.8769972144269631
./model.xml	obj	G_b2797	optimal	0.8769972144269669
./model.xml	obj	G_b2799	optimal	0.876997214426966
./model.xml	obj	G_b2800	optimal	0.8769972144269644
./model.xml	obj	G_b2801	optimal	0.8769972144269618
./model.xml	obj	G_b2802	optimal	0.8769972144269613
./model.xml	obj	G_b2803	optimal	0.8769972144269784
./model.xml	obj	G_b2810	optimal	0.8769972144269672
./model.xml	obj	G_b2813	optimal	0.8769972144269735
./model.xml	obj	G_b2817	optimal	0.8769972144269677
./model.xml	obj	G_b2818	optimal	-2.8282870903784695e-16
./model.xml	obj	G_b2827	optimal	0.0
./model.xml	obj	G_b2835	optimal	0.8769972144269652
./model.xml	obj	G_b2836	optimal	0.8697742701388065
./model.xml	obj	G_b2838	optimal	1.7801180904717875e-16
./model.xml	obj	G_b2841	optimal	0.8769972144269691
./model.xml	obj	G_b2842	optimal	0.8769972144269724
./model.xml	obj	G_b2843	optimal	0.8769972144269648
./model.xml	obj	G_b2866	optimal	0.8769972144269675
./model.xml	obj	G_b2867	optimal	0.8769972144269675
./model.xml	obj	G_b2868	optimal	0.8769972144269711
./model.xml	obj	G_b2871	optimal	0.8769972144269722
./model.xml	obj	G_b2873	optimal	0.8769972144269712
./model.xml	obj	G_b2877	optimal	0.8769972144269735
./model.xml	obj	G_b2882	optimal	0.8769972144269677
./model.xml	obj	G_b2883	optimal	0.876997214426974
./model.xml	obj	G_b2888	optimal	0.8769972144269632
./model.xml	obj	G_b2889	optimal	0.8769972144269726
./model.xml	obj	G_b2893	optimal	0.8769972144269631
./model.xml	obj	G_b2895	optimal	0.8769972144269723
./model.xml	obj	G_b2901	optimal	0.8769972144269725
./model.xml	obj	G_b2903	optimal	0.8768631103828163
./model.xml	obj	G_b2904	optimal	0.8768631103828132
./model.xml	obj	G_b2905	optimal	0.8768631103828128
./model.xml	obj	G_b2906	optimal	0.8769972144269731
./model.xml	obj	G_b2907	optimal	0.8769972144269672
./model.xml	obj	G_b2912	optimal	0.8769972144269672
./model.xml	obj	G_b2913	optimal	0.8593907849260345
