Rxn name	Formula	Gene-reaction association	LB	UB	Objective
R_12DGR120tipp	1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)[p] => 1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)[c] 		  0.00	1000.00	  0.00
R_12DGR140tipp	1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)[p] => 1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)[c] 		  0.00	1000.00	  0.00
R_12DGR141tipp	1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)[p] => 1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)[c] 		  0.00	1000.00	  0.00
R_12DGR160tipp	1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)[p] => 1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)[c] 		  0.00	1000.00	  0.00
R_12DGR161tipp	1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)[p] => 1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)[c] 		  0.00	1000.00	  0.00
R_12DGR180tipp	1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)[p] => 1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)[c] 		  0.00	1000.00	  0.00
R_12DGR181tipp	1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)[p] => 1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)[c] 		  0.00	1000.00	  0.00
R_12PPDRtex	(R)-Propane-1,2-diol[e] <=> (R)-Propane-1,2-diol[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_12PPDRtpp	(R)-Propane-1,2-diol[p] <=> (R)-Propane-1,2-diol[c] 		-1000.00	1000.00	  0.00
R_12PPDStex	(S)-Propane-1,2-diol[e] <=> (S)-Propane-1,2-diol[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_12PPDStpp	(S)-Propane-1,2-diol[p] <=> (S)-Propane-1,2-diol[c] 		-1000.00	1000.00	  0.00
R_13PPDH2	3-Hydroxypropanal[c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] <=> 1,3-Propanediol[c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b3011	-1000.00	1000.00	  0.00
R_14GLUCANabcpp	1,4-alpha-D-glucan[p] + ATP C10H12N5O13P3[c] + H2O H2O[c] => 1,4-alpha-D-glucan[c] + ADP C10H12N5O10P2[c] + H+[c] + Phosphate[c] 	G_b4032 and G_b4034 and G_b4035 and G_b4033	  0.00	1000.00	  0.00
R_14GLUCANtexi	1,4-alpha-D-glucan[e] => 1,4-alpha-D-glucan[p] 	G_b4036	  0.00	1000.00	  0.00
R_23CAMPtex	2',3'-Cyclic AMP[e] <=> 2',3'-Cyclic AMP[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_23CCMPtex	2',3'-Cyclic CMP[e] <=> 2',3'-Cyclic CMP[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_23CGMPtex	2',3'-Cyclic GMP[e] <=> 2',3'-Cyclic GMP[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_23CUMPtex	2',3'-Cyclic UMP[e] <=> 2',3'-Cyclic UMP[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_23DAPPAt2pp	2,3-diaminopropionate[p] + H+[p] => 2,3-diaminopropionate[c] + H+[c] 		  0.00	1000.00	  0.00
R_23DAPPAtex	2,3-diaminopropionate[e] <=> 2,3-diaminopropionate[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_23DOGULNt4pp	2,3-Dioxo-L-gulonate[p] + Sodium[p] => 2,3-Dioxo-L-gulonate[c] + Sodium[c] 	G_b3577 and G_b3579 and G_b3578	  0.00	1000.00	  0.00
R_23PDE2pp	2',3'-Cyclic UMP[p] + H2O H2O[p] => 3  UMP C9H11N2O9P[p] + H+[p] 	G_b4213	  0.00	1000.00	  0.00
R_23PDE4pp	2',3'-Cyclic CMP[p] + H2O H2O[p] => 3  CMP C9H12N3O8P[p] + H+[p] 	G_b4213	  0.00	1000.00	  0.00
R_23PDE7pp	2',3'-Cyclic AMP[p] + H2O H2O[p] => 3  AMP C10H12N5O7P[p] + H+[p] 	G_b4213	  0.00	1000.00	  0.00
R_23PDE9pp	2',3'-Cyclic GMP[p] + H2O H2O[p] => Guanosine 3  phosphate C10H12N5O8P[p] + H+[p] 	G_b4213	  0.00	1000.00	  0.00
R_26DAHtex	Meso-2,6-Diaminoheptanedioate[e] <=> Meso-2,6-Diaminoheptanedioate[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_2AGPA120tipp	2-dodecanoyl-sn-glycerol 3-phosphate[p] => 2-dodecanoyl-sn-glycerol 3-phosphate[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPA140tipp	2-tetradecanoyl-sn-glycerol 3-phosphate[p] => 2-tetradecanoyl-sn-glycerol 3-phosphate[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPA141tipp	2-tetradec-7-enoyl-sn-glycerol 3-phosphate[p] => 2-tetradec-7-enoyl-sn-glycerol 3-phosphate[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPA160tipp	2-hexadecanoyl-sn-glycerol 3-phosphate[p] => 2-hexadecanoyl-sn-glycerol 3-phosphate[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPA161tipp	2-hexadec-9-enoyl-sn-glycerol 3-phosphate[p] => 2-hexadec-9-enoyl-sn-glycerol 3-phosphate[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPA180tipp	2-octadecanoyl-sn-glycerol 3-phosphate[p] => 2-octadecanoyl-sn-glycerol 3-phosphate[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPA181tipp	2-octadec-11-enoyl-sn-glycerol 3-phosphate[p] => 2-octadec-11-enoyl-sn-glycerol 3-phosphate[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPE120tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)[p] => 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPE140tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)[p] => 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPE141tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)[p] => 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPE160tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)[p] => 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPE161tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)[p] => 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPE180tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)[p] => 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPE181tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)[p] => 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPEAT120	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)[c] + ATP C10H12N5O13P3[c] + Dodecanoate (n-C12:0)[c] => AMP C10H12N5O7P[c] + Phosphatidylethanolamine (didodecanoyl, n-C12:0)[c] + Diphosphate[c] 	G_b2836	  0.00	1000.00	  0.00
R_2AGPEAT140	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)[c] + ATP C10H12N5O13P3[c] + Tetradecanoate (n-C14:0)[c] => AMP C10H12N5O7P[c] + Phosphatidylethanolamine (ditetradecanoyl, n-C14:0)[c] + Diphosphate[c] 	G_b2836	  0.00	1000.00	  0.00
R_2AGPEAT141	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)[c] + ATP C10H12N5O13P3[c] + Tetradecenoate (n-C14:1)[c] => AMP C10H12N5O7P[c] + Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)[c] + Diphosphate[c] 	G_b2836	  0.00	1000.00	  0.00
R_2AGPEAT160	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)[c] + ATP C10H12N5O13P3[c] + Hexadecanoate (n-C16:0)[c] => AMP C10H12N5O7P[c] + Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)[c] + Diphosphate[c] 	G_b2836	  0.00	1000.00	  0.00
R_2AGPEAT161	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)[c] + ATP C10H12N5O13P3[c] + Hexadecenoate (n-C16:1)[c] => AMP C10H12N5O7P[c] + Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)[c] + Diphosphate[c] 	G_b2836	  0.00	1000.00	  0.00
R_2AGPEAT180	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)[c] + ATP C10H12N5O13P3[c] + Octadecanoate (n-C18:0)[c] => AMP C10H12N5O7P[c] + Phosphatidylethanolamine (dioctadecanoyl, n-C18:0)[c] + Diphosphate[c] 	G_b2836	  0.00	1000.00	  0.00
R_2AGPEAT181	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)[c] + ATP C10H12N5O13P3[c] + Octadecenoate (n-C18:1)[c] => AMP C10H12N5O7P[c] + Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)[c] + Diphosphate[c] 	G_b2836	  0.00	1000.00	  0.00
R_2AGPG120tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)[p] => 2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPG140tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)[p] => 2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPG141tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)[p] => 2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPG160tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)[p] => 2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPG161tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)[p] => 2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPG180tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)[p] => 2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPG181tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)[p] => 2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)[c] 	G_b2835	  0.00	1000.00	  0.00
R_2AGPGAT120	2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)[c] + ATP C10H12N5O13P3[c] + Dodecanoate (n-C12:0)[c] => AMP C10H12N5O7P[c] + Phosphatidylglycerol (didodecanoyl, n-C12:0)[c] + Diphosphate[c] 	G_b2836	  0.00	1000.00	  0.00
R_2AGPGAT140	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)[c] + ATP C10H12N5O13P3[c] + Tetradecanoate (n-C14:0)[c] => AMP C10H12N5O7P[c] + Phosphatidylglycerol (ditetradecanoyl, n-C14:0)[c] + Diphosphate[c] 	G_b2836	  0.00	1000.00	  0.00
R_2AGPGAT141	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)[c] + ATP C10H12N5O13P3[c] + Tetradecenoate (n-C14:1)[c] => AMP C10H12N5O7P[c] + Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)[c] + Diphosphate[c] 	G_b2836	  0.00	1000.00	  0.00
R_2AGPGAT160	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)[c] + ATP C10H12N5O13P3[c] + Hexadecanoate (n-C16:0)[c] => AMP C10H12N5O7P[c] + Phosphatidylglycerol (dihexadecanoyl, n-C16:0)[c] + Diphosphate[c] 	G_b2836	  0.00	1000.00	  0.00
R_2AGPGAT161	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)[c] + ATP C10H12N5O13P3[c] + Hexadecenoate (n-C16:1)[c] => AMP C10H12N5O7P[c] + Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)[c] + Diphosphate[c] 	G_b2836	  0.00	1000.00	  0.00
R_2AGPGAT180	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)[c] + ATP C10H12N5O13P3[c] + Octadecanoate (n-C18:0)[c] => AMP C10H12N5O7P[c] + Phosphatidylglycerol (dioctadecanoyl, n-C18:0)[c] + Diphosphate[c] 	G_b2836	  0.00	1000.00	  0.00
R_2AGPGAT181	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)[c] + ATP C10H12N5O13P3[c] + Octadecenoate (n-C18:1)[c] => AMP C10H12N5O7P[c] + Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)[c] + Diphosphate[c] 	G_b2836	  0.00	1000.00	  0.00
R_2DDARAA	2-dehydro-3-deoxy-D-arabinonate[c] <=> Glycolaldehyde[c] + Pyruvate[c] 	G_b4298 or G_b0268	-1000.00	1000.00	  0.00
R_2DGLCptspp	2 Deoxy D glucose C6H12O5[p] + Phosphoenolpyruvate[c] => 2 Deoxy D glucose 6 phosphate C6H11O8P[c] + Pyruvate[c] 	G_b2415 and G_b1817 and G_b1819 and G_b2416 and G_b1818	  0.00	1000.00	  0.00
R_2DGLCtex	2 Deoxy D glucose C6H12O5[e] <=> 2 Deoxy D glucose C6H12O5[p] 	G_b1377 or G_b0241 or G_b2215 or G_b0929	-1000.00	1000.00	  0.00
R_2DGULRGx	2-Dehydro-L-gulonate[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] => D-Gluconate[c] + Nicotinamide adenine dinucleotide[c] 	G_b3553	  0.00	1000.00	  0.00
R_2DGULRGy	2-Dehydro-L-gulonate[c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => D-Gluconate[c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b3553	  0.00	1000.00	  0.00
R_2DGULRx	2-Dehydro-L-gulonate[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] => L-Idonate[c] + Nicotinamide adenine dinucleotide[c] 	G_b3553	  0.00	1000.00	  0.00
R_2DGULRy	2-Dehydro-L-gulonate[c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => L-Idonate[c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b3553	  0.00	1000.00	  0.00
R_2DOXG6PP	2 Deoxy D glucose 6 phosphate C6H11O8P[c] + H2O H2O[c] => 2 Deoxy D glucose C6H12O5[c] + Phosphate[c] 	G_b3826 or G_b1727 or G_b2293 or G_b0446	  0.00	1000.00	  0.00
R_2HESR	2-hydroxyethyldisulfide[c] + 2 Reduced glutathione[c] => Oxidized glutathione[c] + 2 Mercaptoethanol[c] 	G_b2989 or G_b2302	  0.00	1000.00	  0.00
R_2HPTCOAT	2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA[c] + H2O H2O[c] => 2-hydroxycyclohepta-1,4,6-triene-1-carboxylate[c] + Coenzyme A[c] 	G_b1400	  0.00	1000.00	  0.00
R_2MAHMP	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate[c] + H2O H2O[c] => 4-Amino-2-methyl-5-phosphomethylpyrimidine[c] + H+[c] + Phosphate[c] 	G_b0446 or G_b1134	  0.00	1000.00	  0.00
R_34dhpactex	3,4-Dihydroxyphenylacetaldehyde[e] <=> 3,4-Dihydroxyphenylacetaldehyde[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_3AMACHYD	3-Aminoacrylate[c] + H2O H2O[c] + H+[c] => Malonate semialdehyde[c] + Ammonium[c] 	G_b1009	  0.00	1000.00	  0.00
R_3AMPtex	3  AMP C10H12N5O7P[e] <=> 3  AMP C10H12N5O7P[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_3CMPtex	3  CMP C9H12N3O8P[e] <=> 3  CMP C9H12N3O8P[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_3GMPtex	Guanosine 3  phosphate C10H12N5O8P[e] <=> Guanosine 3  phosphate C10H12N5O8P[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_3HAD100	(R)-3-Hydroxydecanoyl-[acyl-carrier protein][c] => H2O H2O[c] + Trans-Dec-2-enoyl-[acyl-carrier protein][c] 	G_b0954 or G_b0180	  0.00	1000.00	  0.00
R_3HAD120	(R)-3-Hydroxydodecanoyl-[acyl-carrier protein][c] => H2O H2O[c] + Trans-Dodec-2-enoyl-[acyl-carrier protein][c] 	G_b0180 or G_b0954	  0.00	1000.00	  0.00
R_3HAD121	(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein][c] => H2O H2O[c] + Trans-3-cis-5-dodecenoyl-[acyl-carrier protein][c] 	G_b0954 or G_b0180	  0.00	1000.00	  0.00
R_3HAD140	(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein][c] => H2O H2O[c] + Trans-Tetradec-2-enoyl-[acyl-carrier protein][c] 	G_b0954 or G_b0180	  0.00	1000.00	  0.00
R_3HAD141	(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein][c] => H2O H2O[c] + Trans-3-cis-7-myristoleoyl-[acyl-carrier protein][c] 	G_b0954 or G_b0180	  0.00	1000.00	  0.00
R_3HAD160	R-3-hydroxypalmitoyl-[acyl-carrier protein][c] => H2O H2O[c] + Trans-Hexadec-2-enoyl-[acyl-carrier protein][c] 	G_b0954 or G_b0180	  0.00	1000.00	  0.00
R_3HAD161	(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein][c] => H2O H2O[c] + Trans-3-cis-9-palmitoleoyl-[acyl-carrier protein][c] 	G_b0954 or G_b0180	  0.00	1000.00	  0.00
R_3HAD180	(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein][c] => H2O H2O[c] + Trans-octadec-2-enoyl-[acyl-carrier protein][c] 	G_b0954 or G_b0180	  0.00	1000.00	  0.00
R_3HAD181	(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein][c] => H2O H2O[c] + Trans-3-cis-11-vacceoyl-[acyl-carrier protein][c] 	G_b0954 or G_b0180	  0.00	1000.00	  0.00
R_3HAD40	(3R)-3-Hydroxyacyl-[acyl-carrier protein][c] => But-2-enoyl-[acyl-carrier protein][c] + H2O H2O[c] 	G_b0954 or G_b0180	  0.00	1000.00	  0.00
R_3HAD60	(R)-3-Hydroxyhexanoyl-[acyl-carrier protein][c] => H2O H2O[c] + Trans-Hex-2-enoyl-[acyl-carrier protein][c] 	G_b0954 or G_b0180	  0.00	1000.00	  0.00
R_3HAD80	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein][c] => H2O H2O[c] + Trans-Oct-2-enoyl-[acyl-carrier protein][c] 	G_b0954 or G_b0180	  0.00	1000.00	  0.00
R_3HBZCT	3-hydroxybenzoyl-CoA[c] + H2O H2O[c] => 3-Hydroxybenzoate[c] + Coenzyme A[c] 	G_b0597	  0.00	1000.00	  0.00
R_3HCINNMH	3-hydroxycinnamic acid[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] + O2 O2[c] => 2,3-dihydroxicinnamic acid[c] + H2O H2O[c] + Nicotinamide adenine dinucleotide[c] 	G_b0347	  0.00	1000.00	  0.00
R_3HPADHi	3-Hydroxypropanal[c] + H2O H2O[c] + Nicotinamide adenine dinucleotide[c] => 3-Hydroxypropanoate[c] + 2 H+[c] + Nicotinamide adenine dinucleotide - reduced[c] 	G_b1300	  0.00	1000.00	  0.00
R_3HPPPNH	3-(3-hydroxy-phenyl)propionate[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] + O2 O2[c] => 3-(2,3-Dihydroxyphenyl)propanoate[c] + H2O H2O[c] + Nicotinamide adenine dinucleotide[c] 	G_b0347	  0.00	1000.00	  0.00
R_3HPPtex	3-Hydroxypropanoate[e] <=> 3-Hydroxypropanoate[p] 	G_b1377 or G_b0929 or G_b2215 or G_b0241	-1000.00	1000.00	  0.00
R_3HPPtpp	3-Hydroxypropanoate[c] + H+[c] => 3-Hydroxypropanoate[p] + H+[p] 		  0.00	1000.00	  0.00
R_3KGK	3-Dehydro-L-gulonate[c] + ATP C10H12N5O13P3[c] => 3-keto-L-gulonate-6-phosphate[c] + ADP C10H12N5O10P2[c] + H+[c] 	G_b3580	  0.00	1000.00	  0.00
R_3NTD2pp	3  UMP C9H11N2O9P[p] + H2O H2O[p] => Phosphate[p] + Uridine[p] 	G_b4213 or G_b0383	  0.00	1000.00	  0.00
R_3NTD4pp	3  CMP C9H12N3O8P[p] + H2O H2O[p] => Cytidine[p] + Phosphate[p] 	G_b0383 or G_b4213 or G_b2744	  0.00	1000.00	  0.00
R_3NTD7pp	3  AMP C10H12N5O7P[p] + H2O H2O[p] => Adenosine[p] + Phosphate[p] 	G_b4213 or G_b0383	  0.00	1000.00	  0.00
R_3NTD9pp	Guanosine 3  phosphate C10H12N5O8P[p] + H2O H2O[p] => Guanosine[p] + Phosphate[p] 	G_b4213 or G_b0383	  0.00	1000.00	  0.00
R_3OAR100	3-Oxodecanoyl-[acyl-carrier protein][c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] <=> (R)-3-Hydroxydecanoyl-[acyl-carrier protein][c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b1093	-1000.00	1000.00	  0.00
R_3OAR120	3-Oxododecanoyl-[acyl-carrier protein][c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] <=> (R)-3-Hydroxydodecanoyl-[acyl-carrier protein][c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b1093	-1000.00	1000.00	  0.00
R_3OAR121	3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein][c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => (R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein][c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b1093	  0.00	1000.00	  0.00
R_3OAR140	3-Oxotetradecanoyl-[acyl-carrier protein][c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] <=> (R)-3-Hydroxytetradecanoyl-[acyl-carrier protein][c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b1093	-1000.00	1000.00	  0.00
R_3OAR141	3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein][c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => (R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein][c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b1093	  0.00	1000.00	  0.00
R_3OAR160	3-Oxohexadecanoyl-[acyl-carrier protein][c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] <=> R-3-hydroxypalmitoyl-[acyl-carrier protein][c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b1093	-1000.00	1000.00	  0.00
R_3OAR161	3-oxo-cis-palm-9-eoyl-[acyl-carrier protein][c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => (R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein][c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b1093	  0.00	1000.00	  0.00
R_3OAR180	3-Oxooctadecanoyl-[acyl-carrier protein][c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] <=> (R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein][c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b1093	-1000.00	1000.00	  0.00
R_3OAR181	3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein][c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => (R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein][c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b1093	  0.00	1000.00	  0.00
R_3OAR40	Acetoacetyl-ACP[c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] <=> (3R)-3-Hydroxyacyl-[acyl-carrier protein][c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b1093	-1000.00	1000.00	  0.00
R_3OAR60	3-Oxohexanoyl-[acyl-carrier protein][c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] <=> (R)-3-Hydroxyhexanoyl-[acyl-carrier protein][c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b1093	-1000.00	1000.00	  0.00
R_3OAR80	3-Oxooctanoyl-[acyl-carrier protein][c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] <=> (R)-3-Hydroxyoctanoyl-[acyl-carrier protein][c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b1093	-1000.00	1000.00	  0.00
R_3OAS100	H+[c] + Malonyl-[acyl-carrier protein][c] + Octanoyl-ACP (n-C8:0ACP)[c] => 3-Oxodecanoyl-[acyl-carrier protein][c] + Acyl carrier protein[c] + CO2 CO2[c] 	G_b2323 or G_b1095	  0.00	1000.00	  0.00
R_3OAS120	Decanoyl-ACP (n-C10:0ACP)[c] + H+[c] + Malonyl-[acyl-carrier protein][c] => 3-Oxododecanoyl-[acyl-carrier protein][c] + Acyl carrier protein[c] + CO2 CO2[c] 	G_b1095 or G_b2323	  0.00	1000.00	  0.00
R_3OAS121	Cis-dec-3-enoyl-[acyl-carrier protein] (n-C10:1)[c] + H+[c] + Malonyl-[acyl-carrier protein][c] => 3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein][c] + Acyl carrier protein[c] + CO2 CO2[c] 	G_b2323	  0.00	1000.00	  0.00
R_3OAS140	Dodecanoyl-ACP (n-C12:0ACP)[c] + H+[c] + Malonyl-[acyl-carrier protein][c] => 3-Oxotetradecanoyl-[acyl-carrier protein][c] + Acyl carrier protein[c] + CO2 CO2[c] 	G_b2323 or G_b1095	  0.00	1000.00	  0.00
R_3OAS141	Cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1)[c] + H+[c] + Malonyl-[acyl-carrier protein][c] => 3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein][c] + Acyl carrier protein[c] + CO2 CO2[c] 	G_b2323	  0.00	1000.00	  0.00
R_3OAS160	H+[c] + Malonyl-[acyl-carrier protein][c] + Myristoyl-ACP (n-C14:0ACP)[c] => 3-Oxohexadecanoyl-[acyl-carrier protein][c] + Acyl carrier protein[c] + CO2 CO2[c] 	G_b2323 or G_b1095	  0.00	1000.00	  0.00
