Rxn name	Formula	Gene-reaction association	LB	UB	Objective
R_HMBS	H2O H2O[c] + 4 Porphobilinogen[c] => Hydroxymethylbilane[c] + 4 Ammonium[c] 	G_b3805	  0.00	1000.00	  0.00
R_HMPK1	4-Amino-5-hydroxymethyl-2-methylpyrimidine[c] + ATP C10H12N5O13P3[c] => 4-Amino-2-methyl-5-phosphomethylpyrimidine[c] + ADP C10H12N5O10P2[c] + H+[c] 	G_b2103 or G_b2418	  0.00	1000.00	  0.00
R_HOMt2pp	H+[p] + L-Homoserine[c] => H+[c] + L-Homoserine[p] 	G_b0813 or G_b3824	  0.00	1000.00	  0.00
R_HOMtex	L-Homoserine[e] <=> L-Homoserine[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_HOPNTAL	4-Hydroxy-2-oxopentanoate[c] => Acetaldehyde[c] + Pyruvate[c] 	G_b0352	  0.00	1000.00	  0.00
R_HPACOAT	3,4-dihydroxyphenylacetyl-CoA[c] + H2O H2O[c] => 3-4-Dihydroxyphenylacetate[c] + Coenzyme A[c] + H+[c] 	G_b1396	  0.00	1000.00	  0.00
R_HPPK2	6-hydroxymethyl dihydropterin[c] + ATP C10H12N5O13P3[c] => 6-hydroxymethyl-dihydropterin pyrophosphate[c] + AMP C10H12N5O7P[c] + H+[c] 	G_b0142	  0.00	1000.00	  0.00
R_HPPPNDO	3-(2,3-Dihydroxyphenyl)propanoate[c] + O2 O2[c] => H+[c] + 2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate[c] 	G_b0348	  0.00	1000.00	  0.00
R_HPPPNt2rpp	3-(3-hydroxy-phenyl)propionate[p] + H+[p] <=> 3-(3-hydroxy-phenyl)propionate[c] + H+[c] 	G_b0353	-1000.00	1000.00	  0.00
R_HPPPNtex	3-(3-hydroxy-phenyl)propionate[e] <=> 3-(3-hydroxy-phenyl)propionate[p] 	G_b0929 or G_b1377 or G_b2215 or G_b0241	-1000.00	1000.00	  0.00
R_HPYRI	Hydroxypyruvate[c] <=> 2-Hydroxy-3-oxopropanoate[c] 	G_b0508	-1000.00	1000.00	  0.00
R_HPYRP	3-Phosphohydroxypyruvate[c] + H2O H2O[c] => Hydroxypyruvate[c] + Phosphate[c] 	G_b1813	  0.00	1000.00	  0.00
R_HPYRRx	H+[c] + Hydroxypyruvate[c] + Nicotinamide adenine dinucleotide - reduced[c] => (R)-Glycerate[c] + Nicotinamide adenine dinucleotide[c] 	G_b1033 or G_b3553	  0.00	1000.00	  0.00
R_HPYRRy	H+[c] + Hydroxypyruvate[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => (R)-Glycerate[c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b1033 or G_b3553	  0.00	1000.00	  0.00
R_HSDy	L-Homoserine[c] + Nicotinamide adenine dinucleotide phosphate[c] => L-Aspartate 4-semialdehyde[c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] 	G_b3940 or G_b0002	  0.00	1000.00	  0.00
R_HSK	ATP C10H12N5O13P3[c] + L-Homoserine[c] => ADP C10H12N5O10P2[c] + H+[c] + O-Phospho-L-homoserine[c] 	G_b0003	  0.00	1000.00	  0.00
R_HSST	L-Homoserine[c] + Succinyl-CoA[c] => Coenzyme A[c] + O-Succinyl-L-homoserine[c] 	G_b4013	  0.00	1000.00	  0.00
R_HSTPT	L-Glutamate[c] + 3-(Imidazol-4-yl)-2-oxopropyl phosphate[c] => 2-Oxoglutarate[c] + L-Histidinol phosphate[c] 	G_b2021	  0.00	1000.00	  0.00
R_HXAND	H2O H2O[c] + Hypoxanthine[c] + Nicotinamide adenine dinucleotide[c] => H+[c] + Nicotinamide adenine dinucleotide - reduced[c] + Xanthine[c] 	G_b2866 and G_b2867 and G_b2868	  0.00	1000.00	  0.00
R_HXAtex	Hexanoate (n-C6:0)[e] <=> Hexanoate (n-C6:0)[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_HXCT	Acetyl-CoA[c] + Hexanoate (n-C6:0)[c] => Acetate[c] + Hexanoyl-CoA (n-C6:0CoA)[c] 	G_b2222 and G_b2221	  0.00	1000.00	  0.00
R_HXPRT	Hypoxanthine[c] + 5-Phospho-alpha-D-ribose 1-diphosphate[c] => IMP C10H11N4O8P[c] + Diphosphate[c] 	G_b0238 or G_b0125	  0.00	1000.00	  0.00
R_HYD1pp	Hydrogen[c] + 2 H+[c] + Ubiquinone-8[c] => 2 H+[p] + Ubiquinol-8[c] 	(G_b0973 and G_b0974 and G_b0972) or (G_b2994 and G_b2997 and G_b2996 and G_b2995) or (G_b2722 and G_b2723 and G_b2724 and G_b2720 and G_b2721 and G_b2719)	  0.00	1000.00	  0.00
R_HYD2pp	Hydrogen[c] + 2 H+[c] + Menaquinone 8[c] => 2 H+[p] + Menaquinol 8[c] 	(G_b0973 and G_b0974 and G_b0972) or (G_b2994 and G_b2997 and G_b2996 and G_b2995)	  0.00	1000.00	  0.00
R_HYD3pp	2-Demethylmenaquinone 8[c] + Hydrogen[c] + 2 H+[c] => 2-Demethylmenaquinol 8[c] + 2 H+[p] 	(G_b0973 and G_b0974 and G_b0972) or (G_b2994 and G_b2997 and G_b2996 and G_b2995)	  0.00	1000.00	  0.00
R_HYPOE	H2O H2O[c] + Pyridoxamine 5'-phosphate[c] => Phosphate[c] + Pyridoxamine[c] 		  0.00	1000.00	  0.00
R_HYXNtex	Hypoxanthine[e] <=> Hypoxanthine[p] 	G_b2215 or G_b0241 or G_b0929 or G_b1377	-1000.00	1000.00	  0.00
R_HYXNtpp	Hypoxanthine[p] <=> Hypoxanthine[c] 	G_b4064 or G_b4464	-1000.00	1000.00	  0.00
R_Htex	H+[e] <=> H+[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_I2FE2SR	[2Fe-1S] desulfurated iron-sulfur cluster[c] + IscS with bound sulfur[c] + IscU scaffold protein[c] => 4 H+[c] + IscS sulfur acceptor protein[c] + IscU with bound [2Fe-2S] cluster[c] 	G_b2529 and G_b2530	  0.00	1000.00	  0.00
R_I2FE2SS	Flavin adenine dinucleotide reduced[c] + 2 Fe2+ mitochondria[c] + 2 IscS with bound sulfur[c] + IscU scaffold protein[c] => Flavin adenine dinucleotide oxidized[c] + 6 H+[c] + 2 IscS sulfur acceptor protein[c] + IscU with bound [2Fe-2S] cluster[c] 	G_b2530 and G_b2529	  0.00	1000.00	  0.00
R_I2FE2SS2	Flavin adenine dinucleotide reduced[c] + 2 Fe2+ mitochondria[c] + 2 IscS with bound sulfur[c] + IscU with bound [2Fe-2S] cluster[c] => Flavin adenine dinucleotide oxidized[c] + 6 H+[c] + 2 IscS sulfur acceptor protein[c] + IscU with two bound [2Fe-2S] clusters[c] 	G_b2530 and G_b2529	  0.00	1000.00	  0.00
R_I2FE2ST	4 H+[c] + IscU with bound [2Fe-2S] cluster[c] => [2Fe-2S] iron-sulfur cluster[c] + IscU scaffold protein[c] 	G_b2529 and G_b2528	  0.00	1000.00	  0.00
R_I4FE4SR	Flavin adenine dinucleotide reduced[c] + 2 H+[c] + IscU with two bound [2Fe-2S] clusters[c] => Flavin adenine dinucleotide oxidized[c] + IscU with bound [4Fe-4S] cluster[c] 	G_b2529	  0.00	1000.00	  0.00
R_I4FE4ST	4 H+[c] + IscU with bound [4Fe-4S] cluster[c] => [4Fe-4S] iron-sulfur cluster[c] + IscU scaffold protein[c] 	G_b2529 and G_b2528	  0.00	1000.00	  0.00
R_ICDHyr	Isocitrate[c] + Nicotinamide adenine dinucleotide phosphate[c] <=> 2-Oxoglutarate[c] + CO2 CO2[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] 	G_b1136	-1000.00	1000.00	  0.00
R_ICHORS_copy1	Chorismate[c] => Isochorismate[c] 	G_b0593	  0.00	1000.00	  0.00
R_ICHORS_copy2	Chorismate[c] <=> Isochorismate[c] 	G_b2265	-1000.00	1000.00	  0.00
R_ICHORT	H2O H2O[c] + Isochorismate[c] => 2,3-Dihydro-2,3-dihydroxybenzoate[c] + Pyruvate[c] 	G_b0595	  0.00	1000.00	  0.00
R_ICL	Isocitrate[c] => Glyoxylate[c] + Succinate[c] 	G_b4015	  0.00	1000.00	  0.00
R_ICYSDS	L-Cysteine[c] + IscS sulfur acceptor protein[c] => L-Alanine[c] + IscS with bound sulfur[c] 	G_b2530	  0.00	1000.00	  0.00
R_IDOND	5-Dehydro-D-gluconate[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] <=> L-Idonate[c] + Nicotinamide adenine dinucleotide[c] 	G_b4267	-1000.00	1000.00	  0.00
R_IDOND2	5-Dehydro-D-gluconate[c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => L-Idonate[c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b4267	  0.00	1000.00	  0.00
R_IDONt2rpp	H+[p] + L-Idonate[p] <=> H+[c] + L-Idonate[c] 	G_b4265	-1000.00	1000.00	  0.00
R_IDONtex	L-Idonate[e] <=> L-Idonate[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_IG3PS	L-Glutamine[c] + 5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide[c] => 5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide[c] + D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate[c] + L-Glutamate[c] + H+[c] 	G_b2023 and G_b2025	  0.00	1000.00	  0.00
R_IGPDH	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate[c] => H2O H2O[c] + 3-(Imidazol-4-yl)-2-oxopropyl phosphate[c] 	G_b2022	  0.00	1000.00	  0.00
R_IGPS	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate[c] + H+[c] => C'-(3-Indolyl)-glycerol 3-phosphate[c] + CO2 CO2[c] + H2O H2O[c] 	G_b1262	  0.00	1000.00	  0.00
R_ILETA	2-Oxoglutarate[c] + L-Isoleucine[c] <=> (S)-3-Methyl-2-oxopentanoate[c] + L-Glutamate[c] 	G_b3770	-1000.00	1000.00	  0.00
R_ILEabcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + L-Isoleucine[p] => ADP C10H12N5O10P2[c] + H+[c] + L-Isoleucine[c] + Phosphate[c] 	G_b3456 and G_b3455 and G_b3460 and G_b3457 and G_b3454	  0.00	1000.00	  0.00
R_ILEt2rpp	H+[p] + L-Isoleucine[p] => H+[c] + L-Isoleucine[c] 	G_b0401	  0.00	1000.00	  0.00
R_ILEt3pp	H+[p] + L-Isoleucine[c] => H+[c] + L-Isoleucine[p] 	G_b4141	  0.00	1000.00	  0.00
R_ILEtex	L-Isoleucine[e] <=> L-Isoleucine[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_IMPC	H2O H2O[c] + IMP C10H11N4O8P[c] <=> 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide[c] 	G_b4006	-1000.00	1000.00	  0.00
R_IMPD	H2O H2O[c] + IMP C10H11N4O8P[c] + Nicotinamide adenine dinucleotide[c] => H+[c] + Nicotinamide adenine dinucleotide - reduced[c] + Xanthosine 5'-phosphate[c] 	G_b2508	  0.00	1000.00	  0.00
R_IMPtex	IMP C10H11N4O8P[e] <=> IMP C10H11N4O8P[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_INDOLEt2pp	H+[c] + Indole[c] => H+[p] + Indole[p] 	G_b3266 and G_b3265 and G_b3035	  0.00	1000.00	  0.00
R_INDOLEt2rpp	H+[p] + Indole[p] => H+[c] + Indole[c] 	G_b3161	  0.00	1000.00	  0.00
R_INDOLEtex	Indole[e] <=> Indole[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_INOSTO	Myo-Inositol[c] + O2 O2[c] <=> D-Glucuronate[c] + H2O H2O[c] + H+[c] 	G_b3488	-1000.00	1000.00	  0.00
R_INOSTt4pp	Myo-Inositol[p] + Sodium[p] => Myo-Inositol[c] + Sodium[c] 	G_b3679	  0.00	1000.00	  0.00
R_INSH	H2O H2O[c] + Inosine[c] => Hypoxanthine[c] + D-Ribose[c] 	G_b0030	  0.00	1000.00	  0.00
R_INSK	ATP C10H12N5O13P3[c] + Inosine[c] => ADP C10H12N5O10P2[c] + H+[c] + IMP C10H11N4O8P[c] 	G_b0477	  0.00	1000.00	  0.00
R_INSTtex	Myo-Inositol[e] <=> Myo-Inositol[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_INSt2pp	H+[p] + Inosine[p] => H+[c] + Inosine[c] 	G_b2964 or G_b2406 or G_b2393	  0.00	1000.00	  0.00
R_INSt3pp	H+[p] + Inosine[c] => H+[c] + Inosine[p] 	G_b3662	  0.00	1000.00	  0.00
R_INStex	Inosine[e] <=> Inosine[p] 	G_b0411	-1000.00	1000.00	  0.00
R_IPDDI	Isopentenyl diphosphate[c] <=> Dimethylallyl diphosphate[c] 	G_b2889	-1000.00	1000.00	  0.00
R_IPDPS	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] => H2O H2O[c] + Isopentenyl diphosphate[c] + Nicotinamide adenine dinucleotide[c] 	G_b0029	  0.00	1000.00	  0.00
R_IPMD	3-Carboxy-2-hydroxy-4-methylpentanoate[c] + Nicotinamide adenine dinucleotide[c] => 3-Carboxy-4-methyl-2-oxopentanoate[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] 	G_b0073 or G_b1800	  0.00	1000.00	  0.00
R_IPPMIa	3-Carboxy-2-hydroxy-4-methylpentanoate[c] <=> 2-Isopropylmaleate[c] + H2O H2O[c] 	G_b0071 and G_b0072	-1000.00	1000.00	  0.00
R_IPPMIb	2-Isopropylmaleate[c] + H2O H2O[c] <=> 3-Carboxy-3-hydroxy-4-methylpentanoate[c] 	G_b0071 and G_b0072	-1000.00	1000.00	  0.00
R_IPPS	3-Methyl-2-oxobutanoate[c] + Acetyl-CoA[c] + H2O H2O[c] => 3-Carboxy-3-hydroxy-4-methylpentanoate[c] + Coenzyme A[c] + H+[c] 	G_b0074	  0.00	1000.00	  0.00
R_ISETACabcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Isethionic acid[p] => ADP C10H12N5O10P2[c] + H+[c] + Isethionic acid[c] + Phosphate[c] 	(G_b0365 and G_b0366 and G_b0367) or (G_b0933 and G_b0934 and G_b0936)	  0.00	1000.00	  0.00
R_ISETACtex	Isethionic acid[e] <=> Isethionic acid[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_K2L4Aabcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + KDO(2)-lipid IV(A)[c] => ADP C10H12N5O10P2[c] + H+[c] + KDO(2)-lipid IV(A)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_K2L4Aabctex	ATP C10H12N5O13P3[c] + H2O H2O[c] + KDO(2)-lipid IV(A)[p] => ADP C10H12N5O10P2[c] + H+[c] + KDO(2)-lipid IV(A)[e] + Phosphate[c] 	G_b4262 and G_b4261 and G_b3199 and G_b3201 and G_b3200 and G_b0054 and G_b0641	  0.00	1000.00	  0.00
R_KARA1	(R)-2,3-Dihydroxy-3-methylbutanoate[c] + Nicotinamide adenine dinucleotide phosphate[c] <=> (S)-2-Acetolactate[c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] 	G_b3774	-1000.00	1000.00	  0.00
R_KARA2	(S)-2-Aceto-2-hydroxybutanoate[c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] <=> (R)-2,3-Dihydroxy-3-methylpentanoate[c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b3774	-1000.00	1000.00	  0.00
R_KAS14	Acetyl-ACP[c] + H+[c] + Malonyl-[acyl-carrier protein][c] => Acyl carrier protein[c] + Acetoacetyl-ACP[c] + CO2 CO2[c] 	G_b2323 or G_b1095	  0.00	1000.00	  0.00
R_KAS15	Acetyl-CoA[c] + H+[c] + Malonyl-[acyl-carrier protein][c] => Acetoacetyl-ACP[c] + CO2 CO2[c] + Coenzyme A[c] 	G_b1091	  0.00	1000.00	  0.00
R_KDOCT2	CTP C9H12N3O14P3[c] + 3-Deoxy-D-manno-2-octulosonate[c] => CMP-3-deoxy-D-manno-octulosonate[c] + Diphosphate[c] 	G_b0918	  0.00	1000.00	  0.00
R_KDOPP	H2O H2O[c] + 3-Deoxy-D-manno-octulosonate 8-phosphate[c] => 3-Deoxy-D-manno-2-octulosonate[c] + Phosphate[c] 	G_b3198	  0.00	1000.00	  0.00
R_KDOPS	D-Arabinose 5-phosphate[c] + H2O H2O[c] + Phosphoenolpyruvate[c] => 3-Deoxy-D-manno-octulosonate 8-phosphate[c] + Phosphate[c] 	G_b1215	  0.00	1000.00	  0.00
R_KDUI	4-Deoxy-L-threo-5-hexosulose uronate[c] => 2,5-Diketo-3-deoxy-D-gluconate[c] 	G_b2843	  0.00	1000.00	  0.00
R_KG6PDC	3-keto-L-gulonate-6-phosphate[c] + H+[c] => CO2 CO2[c] + L-Xylulose 5-phosphate[c] 	G_b4196 or G_b3581	  0.00	1000.00	  0.00
R_Kabcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Potassium[p] => ADP C10H12N5O10P2[c] + H+[c] + Potassium[c] + Phosphate[c] 	(G_b0698 and G_b0697 and G_b0696) or (G_b0698 and G_b0696 and G_b0697 and G_b4513)	  0.00	1000.00	  0.00
R_Kt2pp	H+[p] + Potassium[p] => H+[c] + Potassium[c] 	(G_b3849 and G_b1291 and G_b3290) or G_b1250 or (G_b1291 and G_b1363 and G_b3290) or G_b3747	  0.00	1000.00	  0.00
R_Kt3pp	H+[p] + Potassium[c] => H+[c] + Potassium[p] 	G_b3350 or G_b0047 or G_b1216 or G_b0842	  0.00	1000.00	  0.00
R_Ktex	Potassium[e] <=> Potassium[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_LA4NTpp	Core oligosaccharide lipid A[p] + Undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose[p] => 4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A[p] + Undecaprenyl phosphate[p] 	G_b2257	  0.00	1000.00	  0.00
R_LACZ	H2O H2O[c] + Lactose C12H22O11[c] => D-Galactose[c] + D-Glucose[c] 	G_b0344	  0.00	1000.00	  0.00
R_LACZpp	H2O H2O[p] + Lactose C12H22O11[p] => D-Galactose[p] + D-Glucose[p] 	G_b2132	  0.00	1000.00	  0.00
R_LADGMDH	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate[c] + H2O H2O[c] => Meso-2,6-Diaminoheptanedioate[c] + L-alanine-D-glutamate[c] 	G_b1326	  0.00	1000.00	  0.00
R_LALADGLUtex	L-alanine-D-glutamate[e] <=> L-alanine-D-glutamate[p] 	G_b2215 or G_b1377 or G_b0241 or G_b0929	-1000.00	1000.00	  0.00
R_LALADGLUtpp	L-alanine-D-glutamate[p] + H+[p] => L-alanine-D-glutamate[c] + H+[c] 	G_b0709 or G_b1634 or G_b3496 or G_b4130	  0.00	1000.00	  0.00
R_LALALGLUtex	L-alanine-L-glutamate[e] <=> L-alanine-L-glutamate[p] 	G_b1377 or G_b0241 or G_b0929 or G_b2215	-1000.00	1000.00	  0.00
R_LALALGLUtpp	L-alanine-L-glutamate[p] + H+[p] => L-alanine-L-glutamate[c] + H+[c] 	G_b1634 or G_b3496 or G_b4130 or G_b0709	  0.00	1000.00	  0.00
R_LALDO2x	H+[c] + Methylglyoxal[c] + Nicotinamide adenine dinucleotide - reduced[c] => D-Lactaldehyde[c] + Nicotinamide adenine dinucleotide[c] 	G_b3945	  0.00	1000.00	  0.00
R_LALDO3	H+[c] + Methylglyoxal[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => L-Lactaldehyde[c] + Nicotinamide adenine dinucleotide phosphate[c] 		  0.00	1000.00	  0.00
R_LALGP	L-alanine-L-glutamate[c] + H2O H2O[c] => L-Alanine[c] + L-Glutamate[c] 	G_b0237	  0.00	1000.00	  0.00
R_LCADi	H2O H2O[c] + L-Lactaldehyde[c] + Nicotinamide adenine dinucleotide[c] => 2 H+[c] + L-Lactate[c] + Nicotinamide adenine dinucleotide - reduced[c] 	G_b1415	  0.00	1000.00	  0.00
R_LCARS	H+[c] + L-Lactaldehyde[c] + Nicotinamide adenine dinucleotide - reduced[c] <=> (S)-Propane-1,2-diol[c] + Nicotinamide adenine dinucleotide[c] 	G_b2799	-1000.00	1000.00	  0.00
R_LCARSyi	H+[c] + L-Lactaldehyde[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => (S)-Propane-1,2-diol[c] + Nicotinamide adenine dinucleotide phosphate[c] 	G_b0325	  0.00	1000.00	  0.00
R_LCTSt3ipp	H+[p] + Lactose C12H22O11[c] => H+[c] + Lactose C12H22O11[p] 	G_b1528 or G_b2170 or G_b0070	  0.00	1000.00	  0.00
R_LCTStex	Lactose C12H22O11[e] <=> Lactose C12H22O11[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_LCTStpp	H+[p] + Lactose C12H22O11[p] => H+[c] + Lactose C12H22O11[c] 	G_b0343	  0.00	1000.00	  0.00
R_LDGUNPD	5-Phosphoguanylyl(3->5)guanosine[c] + H2O H2O[c] => 2 GMP C10H12N5O8P[c] + H+[c] 	G_b1285	  0.00	1000.00	  0.00
R_LDH_D	D-Lactate[c] + Nicotinamide adenine dinucleotide[c] <=> H+[c] + Nicotinamide adenine dinucleotide - reduced[c] + Pyruvate[c] 	G_b1380	-1000.00	1000.00	  0.00
R_LDH_D2	D-Lactate[c] + Ubiquinone-8[c] => Pyruvate[c] + Ubiquinol-8[c] 	G_b2133	  0.00	1000.00	  0.00
R_LEUTAi	4-Methyl-2-oxopentanoate[c] + L-Glutamate[c] => 2-Oxoglutarate[c] + L-Leucine[c] 	G_b3770 or G_b4054	  0.00	1000.00	  0.00
R_LEUabcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + L-Leucine[p] => ADP C10H12N5O10P2[c] + H+[c] + L-Leucine[c] + Phosphate[c] 	(G_b3455 and G_b3460 and G_b3457 and G_b3454 and G_b3456) or (G_b3458 and G_b3456 and G_b3455 and G_b3457 and G_b3454)	  0.00	1000.00	  0.00
R_LEUt2rpp	H+[p] + L-Leucine[p] => H+[c] + L-Leucine[c] 	G_b0401	  0.00	1000.00	  0.00
R_LEUt3pp	H+[p] + L-Leucine[c] => H+[c] + L-Leucine[p] 	G_b1798 or G_b4141	  0.00	1000.00	  0.00
R_LEUtex	L-Leucine[e] <=> L-Leucine[p] 	G_b0241 or G_b0929 or G_b1377 or G_b2215	-1000.00	1000.00	  0.00
R_LGTHL	Reduced glutathione[c] + Methylglyoxal[c] => (R)-S-Lactoylglutathione[c] 	G_b1651	  0.00	1000.00	  0.00
R_LIPACabcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Cold adapted KDO(2)-lipid (A)[c] => ADP C10H12N5O10P2[c] + H+[c] + Cold adapted KDO(2)-lipid (A)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_LIPAHT2ex	Core oligosaccharide lipid A[e] + H+[e] + Hexadecanoate (n-C16:0)[e] => H2O H2O[e] + Hepta-acylated core oligosaccharide lipid A (E. coli)[e] 	G_b0622	  0.00	1000.00	  0.00
R_LIPAHTex	H+[e] + Hexadecanoate (n-C16:0)[e] + KDO(2)-lipid (A)[e] => H2O H2O[e] + Hepta-acylated KDO(2)-lipid (A)[e] 	G_b0622	  0.00	1000.00	  0.00
R_LIPAMPL	Lipoyl-AMP[c] => AMP C10H12N5O7P[c] + Lipoate (protein bound)[c] 	G_b4386	  0.00	1000.00	  0.00
R_LIPATPT	ATP C10H12N5O13P3[c] + Lipoate[c] => Lipoyl-AMP[c] + Diphosphate[c] 	G_b4386	  0.00	1000.00	  0.00
R_LIPAabcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + KDO(2)-lipid (A)[c] => ADP C10H12N5O10P2[c] + H+[c] + KDO(2)-lipid (A)[p] + Phosphate[c] 	G_b0914	  0.00	1000.00	  0.00
R_LIPAabctex	ATP C10H12N5O13P3[c] + H2O H2O[c] + KDO(2)-lipid (A)[p] => ADP C10H12N5O10P2[c] + H+[c] + KDO(2)-lipid (A)[e] + Phosphate[c] 	G_b4262 and G_b4261 and G_b3199 and G_b3201 and G_b3200 and G_b0054 and G_b0641	  0.00	1000.00	  0.00
R_LIPOCT	H+[c] + Octanoyl-ACP (n-C8:0ACP)[c] => Acyl carrier protein[c] + Octanoate (protein bound)[c] 	G_b0630	  0.00	1000.00	  0.00
R_LIPOS	[4Fe-4S] iron-sulfur cluster[c] + 2 S-Adenosyl-L-methionine[c] + H+[c] + Nicotinamide adenine dinucleotide[c] + Octanoate (protein bound)[c] => [2Fe-2S] iron-sulfur cluster[c] + 2 5'-Deoxyadenosine[c] + 2 Fe2+ mitochondria[c] + Lipoate (protein bound)[c] + 2 L-Methionine[c] + Nicotinamide adenine dinucleotide - reduced[c] 	G_b0628	  0.00	1000.00	  0.00
R_LIPOt2pp	H+[p] + Lipoate[p] => H+[c] + Lipoate[c] 		  0.00	1000.00	  0.00
R_LIPOtex	Lipoate[e] <=> Lipoate[p] 	G_b1377 or G_b2215 or G_b0929 or G_b0241	-1000.00	1000.00	  0.00
R_LKDRA	2-dehydro-3-deoxy-L-rhamnonate[c] <=> L-Lactaldehyde[c] + Pyruvate[c] 	G_b2245	-1000.00	1000.00	  0.00
R_LPADSS	2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate[c] + UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine[c] => H+[c] + Lipid A Disaccharide[c] + UDP C9H11N2O12P2[c] 	G_b0182	  0.00	1000.00	  0.00
R_LPLIPAL1A120pp	1-dodecanoyl-sn-glycerol 3-phosphate[p] + H2O H2O[p] => Dodecanoate (n-C12:0)[p] + Glycerol 3-phosphate[p] + H+[p] 	G_b0494	  0.00	1000.00	  0.00
R_LPLIPAL1A140pp	1-tetradecanoyl-sn-glycerol 3-phosphate[p] + H2O H2O[p] => Glycerol 3-phosphate[p] + H+[p] + Tetradecanoate (n-C14:0)[p] 	G_b0494	  0.00	1000.00	  0.00
R_LPLIPAL1A141pp	1-tetradec-7-enoyl-sn-glycerol 3-phosphate[p] + H2O H2O[p] => Glycerol 3-phosphate[p] + H+[p] + Tetradecenoate (n-C14:1)[p] 	G_b0494	  0.00	1000.00	  0.00
R_LPLIPAL1A160pp	1-hexadecanoyl-sn-glycerol 3-phosphate[p] + H2O H2O[p] => Glycerol 3-phosphate[p] + H+[p] + Hexadecanoate (n-C16:0)[p] 	G_b0494	  0.00	1000.00	  0.00
R_LPLIPAL1A161pp	1-hexadec-9-enoyl-sn-glycerol 3-phosphate[p] + H2O H2O[p] => Glycerol 3-phosphate[p] + H+[p] + Hexadecenoate (n-C16:1)[p] 	G_b0494	  0.00	1000.00	  0.00
R_LPLIPAL1A180pp	1-octadecanoyl-sn-glycerol 3-phosphate[p] + H2O H2O[p] => Glycerol 3-phosphate[p] + H+[p] + Octadecanoate (n-C18:0)[p] 	G_b0494	  0.00	1000.00	  0.00
