reaction_id,reaction_equation,dead_end_test,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox
CU2tex,cu2_e <=> cu2_p,ok,ok,ok,ok,N/A
CU2tpp,cu2_p --> cu2_c,ok,ok,ok,ok,N/A
CURR,cur_c + h_c + nadph_c --> dhcur_c + nadp_c,cur_c;dhcur_c,ok,ok,ok,N/A
CUt2pp,cu_c --> cu_p,cu_c;cu_p,ok,ok,ok,N/A
CUt3,cu_c + h_e --> cu_e + h_c,cu_c;cu_e,ok,ok,ok,N/A
CUtex,cu_e <=> cu_p,cu_e;cu_p,ok,ok,ok,N/A
CXSAMS,amet_c + pphn_c --> cxsam_c + h2o_c + phpyr_c,cxsam_c,ok,ok,ok,N/A
CYANST,cyan_c + tsul_c --> h_c + so3_c + tcynt_c,cyan_c;tcynt_c;tsul_c,ok,ok,ok,N/A
CYANSTpp,cyan_p + tsul_p --> h_p + so3_p + tcynt_p,cyan_p;so3_p;tcynt_p;tsul_p,ok,ok,ok,N/A
CYANtex,cyan_e <=> cyan_p,cyan_e;cyan_p,ok,ok,ok,N/A
CYNTAH,cynt_c + 3 h_c + hco3_c --> 2 co2_c + nh4_c,cynt_c,ok,ok,ok,N/A
CYNTt2pp,cynt_p + h_p --> cynt_c + h_c,cynt_c;cynt_p,ok,ok,ok,N/A
CYNTtex,cynt_e <=> cynt_p,cynt_e;cynt_p,ok,ok,ok,N/A
CYSDDS,cys__D_c + h2o_c --> h2s_c + nh4_c + pyr_c,cys__D_c,ok,ok,ok,N/A
CYSDS,cys__L_c + h2o_c --> h2s_c + nh4_c + pyr_c,ok,ok,ok,ok,N/A
CYSDabcpp,atp_c + cys__D_p + h2o_c --> adp_c + cys__D_c + h_c + pi_c,cys__D_c;cys__D_p,ok,ok,ok,N/A
CYSDtex,cys__D_e <=> cys__D_p,cys__D_e;cys__D_p,ok,ok,ok,N/A
CYSItex,cysi__L_e <=> cysi__L_p,cysi__L_e;cysi__L_p,ok,ok,ok,N/A
CYSItpp,cysi__L_c --> cysi__L_p,cysi__L_c;cysi__L_p,ok,ok,ok,N/A
CYSS,acser_c + h2s_c --> ac_c + cys__L_c + h_c,ok,ok,ok,ok,N/A
CYSSADS,3sala_c + 2 h_c --> ala__L_c + so2_c,3sala_c;so2_c,ok,ok,ok,N/A
CYSTA,akg_c + cys__L_c --> glu__L_c + mercppyr_c,mercppyr_c,ok,ok,ok,N/A
CYSTL,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,ok,ok,ok,ok,N/A
CYSabc2pp,atp_c + cys__L_c + h2o_c --> adp_c + cys__L_p + h_c + pi_c,ok,ok,ok,CYSabcpp,N/A
CYSabcpp,atp_c + cys__L_p + h2o_c --> adp_c + cys__L_c + h_c + pi_c,ok,ok,ok,CYSabc2pp,N/A
CYStex,cys__L_e <=> cys__L_p,only when going forwards,ok,ok,ok,N/A
CYStpp,cys__L_c --> cys__L_p,ok,ok,ok,ok,N/A
CYTBD2pp,2 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2 h_p + mqn8_c,ok,ok,ok,ok,N/A
CYTBDpp,2 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2 h_p + q8_c,ok,ok,ok,CYTBO3_4pp,N/A
CYTBO3_4pp,4 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4 h_p + q8_c,ok,ok,ok,CYTBDpp,N/A
CYTD,cytd_c + h2o_c + h_c --> nh4_c + uri_c,ok,ok,ok,ok,N/A
CYTDH,cytd_c + h2o_c --> csn_c + rib__D_c,ok,ok,ok,ok,N/A
CYTDK1,atp_c + cytd_c --> adp_c + cmp_c + h_c,ok,ok,ok,ok,N/A
CYTDK2,cytd_c + gtp_c --> cmp_c + gdp_c + h_c,ok,ok,ok,ok,N/A
CYTDt2pp_copy1,cytd_p + h_p --> cytd_c + h_c,ok,ok,CYTDt2pp_copy2,ok,N/A
CYTDt2pp_copy2,cytd_p + h_p <=> cytd_c + h_c,only when going forwards,ok,CYTDt2pp_copy1,ok,N/A
CYTDtex,cytd_e <=> cytd_p,only when going forwards,ok,ok,ok,N/A
CYTK1,atp_c + cmp_c <=> adp_c + cdp_c,ok,ok,ok,ok,N/A
CYTK2,atp_c + dcmp_c <=> adp_c + dcdp_c,ok,ok,ok,ok,N/A
DAAD,ala__D_c + fad_c + h2o_c --> fadh2_c + nh4_c + pyr_c,ok,ok,ok,ok,N/A
DADA,dad_2_c + h2o_c + h_c --> din_c + nh4_c,ok,ok,ok,ok,N/A
DADK,atp_c + damp_c <=> adp_c + dadp_c,ok,ok,ok,ok,N/A
DADNt2pp,dad_2_p + h_p --> dad_2_c + h_c,dad_2_p,ok,ok,ok,N/A
DADNtex,dad_2_e <=> dad_2_p,dad_2_e;dad_2_p,ok,ok,ok,N/A
DAGK120,12dgr120_c + atp_c --> adp_c + h_c + pa120_c,ok,ok,ok,ok,N/A
DAGK140,12dgr140_c + atp_c --> adp_c + h_c + pa140_c,ok,ok,ok,ok,N/A
DAGK141,12dgr141_c + atp_c --> adp_c + h_c + pa141_c,ok,ok,ok,ok,N/A
DAGK160,12dgr160_c + atp_c --> adp_c + h_c + pa160_c,ok,ok,ok,ok,N/A
DAGK161,12dgr161_c + atp_c --> adp_c + h_c + pa161_c,ok,ok,ok,ok,N/A
DAGK180,12dgr180_c + atp_c --> adp_c + h_c + pa180_c,ok,ok,ok,ok,N/A
DAGK181,12dgr181_c + atp_c --> adp_c + h_c + pa181_c,ok,ok,ok,ok,N/A
DALAt2pp,ala__D_p + h_p --> ala__D_c + h_c,ok,ok,ok,ok,N/A
DALAtex,ala__D_e <=> ala__D_p,only when going forwards,ok,ok,ok,N/A
DAMPtex,damp_e <=> damp_p,damp_e;damp_p,ok,ok,ok,N/A
DAPAL,23dappa_c + h2o_c --> 2 nh4_c + pyr_c,23dappa_c,ok,ok,ok,N/A
DAPDC,26dap__M_c + h_c --> co2_c + lys__L_c,ok,ok,ok,ok,N/A
DAPE,26dap_LL_c <=> 26dap__M_c,only when going backwards,ok,ok,ok,N/A
DAPabcpp,26dap__M_p + atp_c + h2o_c --> 26dap__M_c + adp_c + h_c + pi_c,26dap__M_p,ok,ok,ok,N/A
DAPtex,15dap_e <=> 15dap_p,only when going forwards,ok,ok,ok,N/A
DASYN120,ctp_c + h_c + pa120_c --> cdpdddecg_c + ppi_c,ok,ok,ok,ok,N/A
DASYN140,ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c,ok,ok,ok,ok,N/A
DASYN141,ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c,ok,ok,ok,ok,N/A
DASYN160,ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c,ok,ok,ok,ok,N/A
DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,ok,ok,ok,ok,N/A
DASYN180,ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c,ok,ok,ok,ok,N/A
DASYN181,ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c,ok,ok,ok,ok,N/A
DATPHs,datp_c + h2o_c + h_c --> ditp_c + nh4_c,ok,ok,ok,ok,N/A
DB4PS,ru5p__D_c --> db4p_c + for_c + h_c,ok,ok,ok,ok,N/A
DBTS,atp_c + co2_c + dann_c --> adp_c + dtbt_c + 3 h_c + pi_c,ok,ok,ok,ok,N/A
DC6PDA,chtbs6p_c + h2o_c --> ac_c + mchtbs6p_c,chtbs6p_c;mchtbs6p_c,ok,ok,ok,N/A
DCAtex,dca_e <=> dca_p,dca_e;dca_p,ok,ok,ok,N/A
DCMPtex,dcmp_e <=> dcmp_p,dcmp_e;dcmp_p,ok,ok,ok,N/A
DCTPD,dctp_c + h2o_c + h_c --> dutp_c + nh4_c,ok,ok,ok,ok,N/A
DCYTD,dcyt_c + h2o_c + h_c --> duri_c + nh4_c,ok,ok,ok,ok,N/A
DCYTt2pp,dcyt_p + h_p --> dcyt_c + h_c,dcyt_p,ok,ok,ok,N/A
DCYTtex,dcyt_e <=> dcyt_p,dcyt_e;dcyt_p,ok,ok,ok,N/A
DDCAtexi,ddca_e --> ddca_p,ddca_e,ok,ok,ok,N/A
DDGALK,2dh3dgal_c + atp_c --> 2dh3dgal6p_c + adp_c + h_c,2dh3dgal6p_c;2dh3dgal_c,ok,ok,ok,N/A
DDGLCNt2rpp,2ddglcn_p + h_p <=> 2ddglcn_c + h_c,2ddglcn_c;2ddglcn_p,ok,ok,ok,N/A
DDGLCNtex,2ddglcn_e <=> 2ddglcn_p,2ddglcn_e;2ddglcn_p,ok,ok,ok,N/A
DDGLK,2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c,2ddglcn_c,ok,ok,ok,N/A
DDPA,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,ok,ok,ok,ok,N/A
DDPGALA,2dh3dgal6p_c <=> g3p_c + pyr_c,2dh3dgal6p_c,ok,ok,ok,N/A
DGK1,atp_c + dgmp_c <=> adp_c + dgdp_c,ok,ok,ok,ok,N/A
DGMPtex,dgmp_e <=> dgmp_p,dgmp_e;dgmp_p,ok,ok,ok,N/A
DGSNt2pp,dgsn_p + h_p --> dgsn_c + h_c,dgsn_p,ok,ok,ok,N/A
DGSNtex,dgsn_e <=> dgsn_p,dgsn_e;dgsn_p,ok,ok,ok,N/A
DGUNC,2 gtp_c --> cdigmp_c + 2 ppi_c,ok,ok,ok,ok,N/A
DHACOAH,23dhacoa_c + h2o_c <=> 3hadpcoa_c,only when going backwards,ok,ok,ok,N/A
DHAD1,23dhmb_c --> 3mob_c + h2o_c,ok,ok,ok,ok,N/A
DHAD2,23dhmp_c --> 3mop_c + h2o_c,ok,ok,ok,ok,N/A
DHAPT,dha_c + pep_c --> dhap_c + pyr_c,ok,ok,ok,ok,N/A
DHAtex,dha_e <=> dha_p,only when going forwards,ok,ok,ok,N/A
DHAtpp,dha_p <=> dha_c,only when going forwards,ok,ok,ok,N/A
DHBD,23ddhb_c + nad_c <=> 23dhb_c + h_c + nadh_c,only when going backwards,ok,ok,ok,N/A
DHBS,23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c,ok,ok,ok,ok,N/A
DHBSH,23dhbzs_c + h2o_c --> 23dhb_c + ser__L_c,ok,ok,ok,ok,N/A
DHBSZ3FEabcpp,atp_c + fe3dhbzs3_p + h2o_c --> adp_c + fe3dhbzs3_c + h_c + pi_c,fe3dhbzs3_c;fe3dhbzs3_p,ok,ok,ok,N/A
DHCIND,cenchddd_c + nad_c --> dhcinnm_c + h_c + nadh_c,cenchddd_c;dhcinnm_c,ok,ok,ok,N/A
DHCINDO,dhcinnm_c + o2_c --> h_c + hkntd_c,dhcinnm_c;hkntd_c,ok,ok,ok,N/A
DHCURR,dhcur_c + h_c + nadph_c --> nadp_c + thcur_c,dhcur_c;thcur_c,ok,ok,ok,N/A
DHDPRy,23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c,ok,ok,ok,ok,N/A
DHDPS,aspsa_c + pyr_c --> 23dhdp_c + 2 h2o_c + h_c,ok,ok,ok,ok,N/A
DHFR,dhf_c + h_c + nadph_c <=> nadp_c + thf_c,only when going backwards,ok,ok,ok,N/A
DHFS,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,ok,ok,ok,ok,N/A
DHGLYH,dhgly_c + h2o_c + h_c --> glx_c + nh4_c,ok,ok,ok,ok,N/A
DHMPTR,dhmpt_c + h_c + nadph_c --> nadp_c + thmnp_c,dhmpt_c;thmnp_c,ok,ok,ok,N/A
DHNAOT4,dhna_c + h_c + octdp_c --> 2dmmql8_c + co2_c + ppi_c,ok,ok,ok,ok,N/A
DHNCOAS,h_c + sbzcoa_c --> 14dhncoa_c + h2o_c,ok,ok,ok,ok,N/A
DHNCOAT,14dhncoa_c + h2o_c --> coa_c + dhna_c + h_c,ok,ok,ok,ok,N/A
DHNPA2r,dhnpt_c <=> 6hmhpt_c + gcald_c,only when going backwards,ok,ok,ok,N/A
DHNPTE,dhnpt_c <=> dhmpt_c,dhmpt_c,ok,ok,ok,N/A
DHORD2,dhor__S_c + q8_c --> orot_c + q8h2_c,ok,ok,ok,ok,N/A
DHORD5,dhor__S_c + mqn8_c --> mql8_c + orot_c,ok,ok,ok,ok,N/A
DHORDfum,dhor__S_c + fum_c --> orot_c + succ_c,ok,ok,ok,ok,N/A
DHORTS,dhor__S_c + h2o_c <=> cbasp_c + h_c,only when going forwards,ok,ok,ok,N/A
DHPPD,cechddd_c + nad_c --> dhpppn_c + h_c + nadh_c,cechddd_c;dhpppn_c,ok,ok,ok,N/A
DHPPDA2,25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c,ok,ok,ok,ok,N/A
DHPS2,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c,ok,ok,ok,ok,N/A
DHPStex,dhps_e <=> dhps_p,dhps_e;dhps_p,ok,ok,ok,N/A
DHPStr,dhps_c --> dhps_p,dhps_c;dhps_p,ok,ok,ok,N/A
DHPTDCs2,dhptd_c --> mdhdhf_c,ok,ok,ok,ok,N/A
DHPTDNR,dhptdn_c + 3 h_c + nadph_c --> nadp_c + thptdn_c,dhptdn_c;thptdn_c,ok,ok,ok,N/A
DHPTDNRN,dhptdn_c + 3 h_c + nadh_c --> nad_c + thptdn_c,dhptdn_c;thptdn_c,ok,ok,ok,N/A
DHPTPE,ahdt_c <=> dhmptp_c,dhmptp_c,ok,ok,ok,N/A
DHQS,2dda7p_c --> 3dhq_c + pi_c,ok,ok,ok,ok,N/A
DHQTi,3dhq_c --> 3dhsk_c + h2o_c,ok,ok,ok,ok,N/A
DIMPtex,dimp_e <=> dimp_p,dimp_e;dimp_p,ok,ok,ok,N/A
DINSt2pp,din_p + h_p --> din_c + h_c,din_p,ok,ok,ok,N/A
DINStex,din_e <=> din_p,din_e;din_p,ok,ok,ok,N/A
DKGLCNR1,25dkglcn_c + h_c + nadph_c --> 2dhguln_c + nadp_c,25dkglcn_c;2dhguln_c,ok,ok,ok,N/A
DKGLCNR2x,25dkglcn_c + h_c + nadh_c --> 5dglcn_c + nad_c,25dkglcn_c,ok,ok,ok,N/A
DKGLCNR2y,25dkglcn_c + h_c + nadph_c --> 5dglcn_c + nadp_c,25dkglcn_c,ok,ok,ok,N/A
DMATT,dmpp_c + ipdp_c --> grdp_c + ppi_c,ok,ok,ok,ok,N/A
DMPPS,h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c,ok,ok,ok,ok,N/A
DMQMT,2omhmbl_c + amet_c --> ahcys_c + h_c + q8h2_c,ok,ok,ok,ok,N/A
DMSOR1,dmso_c + mql8_c --> dms_c + h2o_c + mqn8_c,dms_c;dmso_c,ok,ok,ok,N/A
DMSOR1pp,dmso_p + mql8_c --> dms_p + h2o_p + mqn8_c,dms_p;dmso_p,ok,ok,ok,N/A
DMSOR2,2dmmql8_c + dmso_c --> 2dmmq8_c + dms_c + h2o_c,dms_c;dmso_c,ok,ok,ok,N/A
DMSOR2pp,2dmmql8_c + dmso_p --> 2dmmq8_c + dms_p + h2o_p,dms_p;dmso_p,ok,ok,ok,N/A
DMSOtex,dmso_e <=> dmso_p,dmso_e;dmso_p,ok,ok,ok,N/A
DMSOtpp,dmso_p <=> dmso_c,dmso_c;dmso_p,ok,ok,ok,N/A
DMStex,dms_e <=> dms_p,dms_e;dms_p,ok,ok,ok,N/A
DM_4crsol_c,4crsol_c --> ,ok,ok,ok,ok,N/A
DM_5drib_c,5drib_c --> ,ok,ok,ok,ok,N/A
DM_aacald_c,aacald_c --> ,aacald_c,ok,ok,ok,N/A
DM_amob_c,amob_c --> ,ok,ok,ok,ok,N/A
DM_mththf_c,mththf_c --> ,ok,ok,ok,ok,N/A
DM_oxam_c,oxam_c --> ,ok,ok,ok,ok,N/A
DNMPPA,dhpmp_c + h2o_c --> dhnpt_c + pi_c,ok,ok,ok,ok,N/A
DNTPPA,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c,ok,ok,ok,ok,N/A
DOGULNR,23doguln_c + h_c + nadh_c --> 3dhguln_c + nad_c,23doguln_c;3dhguln_c,ok,ok,ok,N/A
DOPAtex,dopa_e <=> dopa_p,dopa_e;dopa_p,ok,ok,ok,N/A
DOXRBCNtex,doxrbcn_e <=> doxrbcn_p,only when going backwards,ok,ok,ok,N/A
DOXRBCNtpp,doxrbcn_p + h_p --> doxrbcn_e + h_c,ok,ok,ok,ok,N/A
DPCOAK,atp_c + dpcoa_c --> adp_c + coa_c + h_c,ok,ok,ok,ok,N/A
DPR,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c,ok,ok,ok,ok,N/A
DRPA,2dr5p_c --> acald_c + g3p_c,ok,ok,ok,ok,N/A
DSBAO1,dsbard_p + q8_c --> dsbaox_p + q8h2_c,dsbaox_p;dsbard_p,ok,ok,ok,N/A
DSBAO2,dsbard_p + mqn8_c --> dsbaox_p + mql8_c,dsbaox_p;dsbard_p,ok,ok,ok,N/A
DSBCGT,dsbcox_p + 2 gthrd_p --> dsbcrd_p + gthox_p,dsbcox_p;dsbcrd_p;gthox_p,ok,ok,ok,N/A
DSBDR,dsbdox_c + trdrd_c --> dsbdrd_c + trdox_c,dsbdox_c;dsbdrd_c,ok,ok,ok,N/A
DSBGGT,dsbgox_p + 2 gthrd_p --> dsbgrd_p + gthox_p,dsbgox_p;dsbgrd_p;gthox_p,ok,ok,ok,N/A
DSERDHr,nadp_c + ser__D_c <=> 2amsa_c + h_c + nadph_c,only when going forwards,ok,ok,ok,N/A
DSERt2pp,h_p + ser__D_p --> h_c + ser__D_c,ser__D_p,ok,ok,ok,N/A
DSERtex,ser__D_e <=> ser__D_p,ser__D_e;ser__D_p,ok,ok,ok,N/A
DTARTD,tartr__D_c --> h2o_c + oaa_c,ok,ok,ok,ok,N/A
DTMPK,atp_c + dtmp_c <=> adp_c + dtdp_c,ok,ok,ok,ok,N/A
DTMPtex,dtmp_e <=> dtmp_p,dtmp_e;dtmp_p,ok,ok,ok,N/A
DUMPtex,dump_e <=> dump_p,dump_e;dump_p,ok,ok,ok,N/A
DURADx,56dura_c + nad_c <=> h_c + nadh_c + ura_c,56dura_c,ok,ok,ok,N/A
DURIK1,atp_c + duri_c --> adp_c + dump_c + h_c,ok,ok,ok,ok,N/A
DURIPP,duri_c + pi_c <=> 2dr1p_c + ura_c,ok,ok,ok,ok,N/A
DURIt2pp,duri_p + h_p --> duri_c + h_c,duri_p,ok,ok,ok,N/A
DURItex,duri_e <=> duri_p,duri_e;duri_p,ok,ok,ok,N/A
DUTPDP,dutp_c + h2o_c --> dump_c + h_c + ppi_c,ok,ok,ok,ok,N/A
DXPRIi,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c,ok,ok,ok,ok,N/A
DXPS,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c,ok,ok,ok,ok,N/A
DXYLK,atp_c + dxyl_c --> adp_c + dxyl5p_c + h_c,dxyl_c,ok,ok,ok,N/A
DXYLONtex,dxylnt_e <=> dxylnt_p,only when going forwards,ok,ok,ok,N/A
DXYLONtpp,dxylnt_p <=> dxylnt_c,only when going forwards,ok,ok,ok,N/A
DXYLTD,dxylnt_c <=> 2ddara_c + h2o_c,only when going forwards,ok,ok,ok,N/A
D_LACt2pp,h_p + lac__D_p <=> h_c + lac__D_c,only when going forwards,ok,ok,ok,N/A
D_LACtex,lac__D_e <=> lac__D_p,only when going forwards,ok,ok,ok,N/A
E4PD,e4p_c + h2o_c + nad_c <=> 4per_c + 2 h_c + nadh_c,ok,ok,ok,ok,N/A
E4PP,e4p_c + h2o_c --> erthrs_c + pi_c,erthrs_c,ok,ok,ok,N/A
EAR100x,h_c + nadh_c + tdec2eACP_c --> dcaACP_c + nad_c,ok,ok,ok,ok,N/A
EAR100y,h_c + nadph_c + tdec2eACP_c --> dcaACP_c + nadp_c,ok,ok,ok,ok,N/A
EAR120x,h_c + nadh_c + tddec2eACP_c --> ddcaACP_c + nad_c,ok,ok,ok,ok,N/A
EAR120y,h_c + nadph_c + tddec2eACP_c --> ddcaACP_c + nadp_c,ok,ok,ok,ok,N/A
EAR121x,h_c + nadh_c + t3c5ddeceACP_c --> cddec5eACP_c + nad_c,ok,ok,ok,ok,N/A
EAR121y,h_c + nadph_c + t3c5ddeceACP_c --> cddec5eACP_c + nadp_c,ok,ok,ok,ok,N/A
EAR140x,h_c + nadh_c + tmrs2eACP_c --> myrsACP_c + nad_c,ok,ok,ok,ok,N/A
EAR140y,h_c + nadph_c + tmrs2eACP_c --> myrsACP_c + nadp_c,ok,ok,ok,ok,N/A
EAR141x,h_c + nadh_c + t3c7mrseACP_c --> nad_c + tdeACP_c,ok,ok,ok,ok,N/A
EAR141y,h_c + nadph_c + t3c7mrseACP_c --> nadp_c + tdeACP_c,ok,ok,ok,ok,N/A
EAR160x,h_c + nadh_c + tpalm2eACP_c --> nad_c + palmACP_c,ok,ok,ok,ok,N/A
EAR160y,h_c + nadph_c + tpalm2eACP_c --> nadp_c + palmACP_c,ok,ok,ok,ok,N/A
EAR161x,h_c + nadh_c + t3c9palmeACP_c --> hdeACP_c + nad_c,ok,ok,ok,ok,N/A
EAR161y,h_c + nadph_c + t3c9palmeACP_c --> hdeACP_c + nadp_c,ok,ok,ok,ok,N/A
EAR180x,h_c + nadh_c + toctd2eACP_c --> nad_c + ocdcaACP_c,ok,ok,ok,ok,N/A
EAR180y,h_c + nadph_c + toctd2eACP_c --> nadp_c + ocdcaACP_c,ok,ok,ok,ok,N/A
EAR181x,h_c + nadh_c + t3c11vaceACP_c --> nad_c + octeACP_c,ok,ok,ok,ok,N/A
EAR181y,h_c + nadph_c + t3c11vaceACP_c --> nadp_c + octeACP_c,ok,ok,ok,ok,N/A
EAR40x,but2eACP_c + h_c + nadh_c --> butACP_c + nad_c,ok,ok,ok,ok,N/A
EAR40y,but2eACP_c + h_c + nadph_c --> butACP_c + nadp_c,ok,ok,ok,ok,N/A
EAR60x,h_c + nadh_c + thex2eACP_c --> hexACP_c + nad_c,ok,ok,ok,ok,N/A
EAR60y,h_c + nadph_c + thex2eACP_c --> hexACP_c + nadp_c,ok,ok,ok,ok,N/A
EAR80x,h_c + nadh_c + toct2eACP_c --> nad_c + ocACP_c,ok,ok,ok,ok,N/A
EAR80y,h_c + nadph_c + toct2eACP_c --> nadp_c + ocACP_c,ok,ok,ok,ok,N/A
ECA4COLIPAabctex,atp_c + eca4colipa_p + h2o_c --> adp_c + eca4colipa_e + h_c + pi_c,ok,ok,ok,ok,N/A
ECA4OALpp,colipa_p + eca4und_p --> eca4colipa_p + h_p + udcpdp_p,ok,ok,ok,ok,N/A
ECAP1pp,2 unagamuf_p --> eca2und_p + h_p + udcpdp_p,ok,ok,ok,ok,N/A
ECAP2pp,eca2und_p + unagamuf_p --> eca3und_p + h_p + udcpdp_p,ok,ok,ok,ok,N/A
ECAP3pp,eca3und_p + unagamuf_p --> eca4und_p + h_p + udcpdp_p,ok,ok,ok,ok,N/A
ECAtpp,unagamuf_c --> unagamuf_p,ok,ok,ok,ok,N/A
ECOAH1,3hbcoa_c <=> b2coa_c + h2o_c,ok,ok,ok,ok,N/A
ECOAH2,3hhcoa_c <=> h2o_c + hx2coa_c,ok,ok,ok,ok,N/A
ECOAH3,3hocoa_c <=> h2o_c + oc2coa_c,ok,ok,ok,ok,N/A
ECOAH4,3hdcoa_c <=> dc2coa_c + h2o_c,ok,ok,ok,ok,N/A
ECOAH5,3hddcoa_c <=> dd2coa_c + h2o_c,ok,ok,ok,ok,N/A
ECOAH6,3htdcoa_c <=> h2o_c + td2coa_c,ok,ok,ok,ok,N/A
ECOAH7,3hhdcoa_c <=> h2o_c + hdd2coa_c,ok,ok,ok,ok,N/A
ECOAH8,3hodcoa_c <=> h2o_c + od2coa_c,ok,ok,ok,ok,N/A
EDA,2ddg6p_c --> g3p_c + pyr_c,ok,ok,ok,ok,N/A
EDD,6pgc_c --> 2ddg6p_c + h2o_c,ok,ok,ok,ok,N/A
EDTXS1,ddcaACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4L_c,ok,ok,ok,ok,N/A
EDTXS2,kdo2lipid4L_c + myrsACP_c --> ACP_c + lipa_c,ok,ok,ok,ok,N/A
EDTXS3,hdeACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4p_c,kdo2lipid4p_c,ok,ok,ok,N/A
EDTXS4,kdo2lipid4p_c + myrsACP_c --> ACP_c + lipa_cold_c,kdo2lipid4p_c;lipa_cold_c,ok,ok,ok,N/A
EGMEACPR,egmeACP_c + h_c + nadph_c --> gmeACP_c + nadp_c,ok,ok,ok,ok,N/A
ENLIPAabctex,atp_c + enlipa_p + h2o_c --> adp_c + enlipa_e + h_c + pi_c,ok,ok,ok,ok,N/A
ENO,2pg_c <=> h2o_c + pep_c,ok,ok,ok,ok,N/A
ENTCS,3 23dhba_c + 3 seramp_c --> 6 amp_c + enter_c + 9 h_c,ok,ok,ok,ok,N/A
ENTERES,enter_c + 3 h2o_c --> 3 23dhbzs_c + 3 h_c,ok,ok,ok,ok,N/A
EPMEACPR,epmeACP_c + h_c + nadph_c --> nadp_c + pmeACP_c,ok,ok,ok,ok,N/A
ETHAAL,etha_c --> acald_c + nh4_c,ok,ok,ok,ok,N/A
ETHAt2pp,etha_p + h_p --> etha_c + h_c,ok,ok,ok,ok,N/A
ETHAtex,etha_e <=> etha_p,only when going forwards,ok,ok,ok,N/A
ETHSO3abcpp,atp_c + ethso3_p + h2o_c --> adp_c + ethso3_c + h_c + pi_c,ethso3_c;ethso3_p,ok,ok,ok,N/A
ETHSO3tex,ethso3_e <=> ethso3_p,ethso3_e;ethso3_p,ok,ok,ok,N/A
ETOHtex,etoh_e <=> etoh_p,only when going forwards,ok,ok,ok,N/A
ETOHtrpp,etoh_p <=> etoh_c,only when going forwards,ok,ok,ok,N/A
EX_12ppd__R_e,12ppd__R_e --> ,ok,ok,ok,ok,N/A
EX_12ppd__S_e,12ppd__S_e --> ,ok,ok,ok,ok,N/A
EX_14glucan_e,14glucan_e --> ,14glucan_e,ok,ok,ok,N/A
EX_15dap_e,15dap_e --> ,ok,ok,ok,ok,N/A
EX_23camp_e,23camp_e --> ,23camp_e,ok,ok,ok,N/A
EX_23ccmp_e,23ccmp_e --> ,23ccmp_e,ok,ok,ok,N/A
EX_23cgmp_e,23cgmp_e --> ,23cgmp_e,ok,ok,ok,N/A
EX_23cump_e,23cump_e --> ,23cump_e,ok,ok,ok,N/A
EX_23dappa_e,23dappa_e --> ,23dappa_e,ok,ok,ok,N/A
EX_26dap__M_e,26dap__M_e --> ,26dap__M_e,ok,ok,ok,N/A
EX_2ddglcn_e,2ddglcn_e --> ,2ddglcn_e,ok,ok,ok,N/A
EX_2dglc_e,2dglc_e --> ,2dglc_e,ok,ok,ok,N/A
EX_34dhpac_e,34dhpac_e --> ,34dhpac_e,ok,ok,ok,N/A
EX_3amp_e,3amp_e --> ,3amp_e,ok,ok,ok,N/A
EX_3cmp_e,3cmp_e --> ,3cmp_e,ok,ok,ok,N/A
EX_3gmp_e,3gmp_e --> ,3gmp_e,ok,ok,ok,N/A
EX_3hcinnm_e,3hcinnm_e --> ,3hcinnm_e,ok,ok,ok,N/A
EX_3hpp_e,3hpp_e --> ,ok,ok,ok,ok,N/A
EX_3hpppn_e,3hpppn_e --> ,3hpppn_e,ok,ok,ok,N/A
EX_3ump_e,3ump_e --> ,3ump_e,ok,ok,ok,N/A
EX_4abut_e,4abut_e --> ,ok,ok,ok,ok,N/A
EX_4abzglu_e,4abzglu_e --> ,ok,ok,ok,ok,N/A
EX_4hoxpacd_e,4hoxpacd_e --> ,4hoxpacd_e,ok,ok,ok,N/A
